position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
200073	3.572444	0.122298
201389	3.581654	0.126999
205035	0.483181	0.140058
211243	0.482846	0.143057
212649	0.468966	0.143736
221057	0.365371	0.147679
225653	0.269670	0.149358
228306	0.262077	0.150074
234364	0.260711	0.151661
234428	0.259820	0.151678
235490	0.258343	0.151954
240280	0.226856	0.153192
240895	0.226856	0.153331
241210	0.189383	0.153403
247888	0.187820	0.154667
252479	0.186740	0.155529
256278	0.186605	0.156239
259732	0.186125	0.156883
262299	0.185671	0.157361
264642	0.185574	0.157796
265159	0.185455	0.157892
269033	0.185345	0.158611
276161	0.185381	0.159932
276549	0.190166	0.160004
277124	0.200311	0.160113
277458	0.218193	0.160180
277912	0.250586	0.160279
284556	0.335746	0.161944
285313	0.476295	0.162198
286982	0.514855	0.162993
293562	0.682989	0.166381
293915	1.028090	0.166622
294386	1.027174	0.167106
295718	0.716151	0.168474
295795	0.415699	0.168529
298137	0.406623	0.169503
298250	0.406260	0.169549
298588	0.405981	0.169686
300641	0.405670	0.170520
304514	0.404411	0.172091
304803	0.403420	0.172208
304849	0.403257	0.172226
305377	0.402632	0.172439
310380	0.402854	0.174454
310574	0.402856	0.174532
311853	1.358607	0.175047
312635	1.364438	0.176109
318413	1.543342	0.183993
318474	1.727518	0.184087
319511	8.107320	0.185879
324403	8.106210	0.225540
326455	8.049296	0.242174
328916	7.802998	0.261983
329671	7.748332	0.267874
329819	7.692629	0.269021
333146	7.740439	0.294614
335373	5.089226	0.311852
336396	4.726701	0.317059
336916	2.339703	0.319517
337017	0.929102	0.319753
337678	0.523718	0.320367
339385	0.524063	0.321261
341079	0.529264	0.322149
341385	0.529267	0.322311
341664	0.543107	0.322458
342191	0.559001	0.322745
346474	0.561869	0.325139
346772	0.564171	0.325306
347326	0.600599	0.325619
348222	0.620885	0.326157
348687	0.632179	0.326446
349221	0.632867	0.326783
349293	0.631498	0.326829
349331	0.632525	0.326853
351673	0.635127	0.328334
352736	0.637026	0.329009
354143	0.637049	0.329906
356105	0.643578	0.331155
356689	0.616379	0.331531
357424	0.616816	0.331984
358308	0.617070	0.332530
359567	0.566590	0.333307
359953	0.516584	0.333525
362459	0.477761	0.334820
362638	0.436962	0.334905
367174	0.440191	0.336887
367984	0.442767	0.337244
369140	0.447414	0.337756
369384	0.454668	0.337865
369663	0.456269	0.337992
372597	0.458936	0.339330
373817	0.458804	0.339890
375198	0.460917	0.340524
375782	0.462954	0.340793
375900	0.463802	0.340848
376781	0.464421	0.341256
377794	0.462799	0.341727
380425	0.462834	0.342944
381141	0.460394	0.343276
381590	0.457620	0.343483
386423	0.457400	0.345694
387867	0.457528	0.346355
392461	0.463262	0.348457
393342	0.467757	0.348865
395396	0.466018	0.349826
397044	0.455635	0.350594
397269	0.442698	0.350696
398151	0.437367	0.351087
400245	0.437403	0.352002
400475	0.437419	0.352103
401209	0.437614	0.352424
404750	1.021647	0.353974
405416	1.092071	0.354654
408372	0.484167	0.357882
409415	0.510385	0.358387
410054	0.571018	0.358713
410212	0.632263	0.358804
414930	0.629985	0.361787
419092	0.630823	0.364409
419154	0.628710	0.364448
420140	0.628227	0.365068
420907	0.627334	0.365549
424277	0.628252	0.367664
424420	0.630529	0.367753
426432	0.630824	0.369022
426476	0.636076	0.369050
429951	0.777215	0.371260
430011	1.641548	0.371307
432751	2.933078	0.375805
433623	6.408691	0.378362
436257	6.769560	0.395243
439550	7.181346	0.417535
441809	7.848904	0.433758
442805	1.740738	0.441575
446362	1.910282	0.447767
448172	2.464117	0.451224
449345	2.689177	0.454115
449554	2.874489	0.454677
450309	2.900094	0.456847
450759	2.826624	0.458152
451026	2.826219	0.458907
455232	2.825379	0.470794
455497	2.806107	0.471543
455646	2.350462	0.471961
456416	1.234675	0.473771
456483	0.203773	0.473853
461762	0.203834	0.474929
467585	0.206250	0.476116
473930	0.207331	0.477425
474180	0.209490	0.477477
477619	0.209896	0.478197
480096	0.212418	0.478717
480510	0.214507	0.478805
480875	0.216546	0.478883
485555	0.237298	0.479897
489193	0.248910	0.480760
489603	0.761577	0.480862
490267	0.805435	0.481368
490645	0.771667	0.481672
491405	0.749147	0.482259
491566	0.746232	0.482379
492368	0.744176	0.482978
493863	0.746242	0.484090
495538	0.685162	0.485340
495662	0.480976	0.485425
501362	0.322190	0.488167
507904	0.324807	0.490274
510417	0.356045	0.491091
511094	0.365979	0.491332
511183	0.384366	0.491364
511337	0.398835	0.491423
511763	0.405193	0.491593
511967	0.345412	0.491676
514407	0.315629	0.492519
516922	0.315086	0.493313
521532	0.315187	0.494765
521579	0.315219	0.494780
522672	0.315274	0.495125
524305	0.315370	0.495639
525812	0.315940	0.496115
527457	0.322251	0.496634
527961	0.334835	0.496797
533465	0.335166	0.498640
534954	0.335330	0.499139
535136	0.335377	0.499200
536631	0.335768	0.499701
536686	0.336513	0.499720
537913	0.368268	0.500133
539140	1.065423	0.500584
540258	3.822275	0.501776
542029	3.764375	0.508545
547207	1.616085	0.528037
547297	0.861728	0.528182
547458	0.099018	0.528321
550337	0.097084	0.528606
552621	0.097157	0.528828
556298	0.097128	0.529185
556375	0.097191	0.529192
556801	0.097477	0.529234
564881	0.097781	0.530021
570623	0.221621	0.530583
572855	2.523763	0.531078
575312	2.442320	0.537278
580124	0.580962	0.549031
587804	7.720723	0.553493
591586	4.859471	0.582692
594453	4.708220	0.596625
596073	4.827984	0.604252
596442	4.279385	0.606033
601632	8.775149	0.628243
602595	8.779778	0.636694
604554	9.003925	0.653893
606104	9.003925	0.667850
609130	8.954815	0.695095
612698	1.023461	0.727046
623238	0.417204	0.737833
624114	0.321226	0.738199
626346	0.008018	0.738916
628302	0.007984	0.738932
630089	0.007976	0.738946
630405	0.007972	0.738948
630665	0.007972	0.738950
630710	0.007972	0.738951
630902	0.007972	0.738952
632767	0.007972	0.738967
633125	0.007989	0.738970
633353	0.008196	0.738972
633354	0.008513	0.738972
633764	0.008634	0.738975
635525	2.142401	0.738991
635794	0.380812	0.739567
637212	0.063588	0.740107
641164	0.075020	0.740358
642610	0.131453	0.740467
643873	0.139177	0.740633
644393	0.170500	0.740705
644438	0.204436	0.740713
645968	0.200944	0.741026
646388	0.198732	0.741110
646421	0.196717	0.741117
646571	0.193498	0.741146
646639	0.188267	0.741159
646865	0.184551	0.741202
647006	0.158353	0.741228
647094	0.159383	0.741242
650788	0.132773	0.741830
651115	0.115954	0.741874
651279	0.102328	0.741893
652941	0.096463	0.742063
655262	1.909198	0.742287
655648	1.015681	0.743024
655686	0.092114	0.743062
659543	0.091676	0.743418
661080	0.091490	0.743559
661142	0.091508	0.743564
661335	0.091191	0.743582
665323	0.091103	0.743946
671245	0.094839	0.744485
674424	0.096296	0.744787
675680	0.152892	0.744908
676261	0.258585	0.744996
676989	1.033390	0.745185
677629	0.354016	0.745846
677854	0.284937	0.745926
678020	0.261157	0.745973
678430	0.260261	0.746080
678877	0.262421	0.746196
679241	0.262389	0.746292
679412	0.276585	0.746337
679953	0.292661	0.746486
680695	0.367972	0.746704
682566	0.399503	0.747392
685708	0.893353	0.748647
697118	0.893084	0.758840
697249	0.887565	0.758957
700644	0.881971	0.761971
705795	0.732696	0.766514
707295	0.718089	0.767613
710255	0.476594	0.769738
711905	0.229117	0.770525
712867	0.230769	0.770745
715060	0.239043	0.771251
715990	0.260242	0.771473
716287	0.361945	0.771551
716428	0.519916	0.771602
717523	0.606363	0.772171
717544	0.698590	0.772184
720746	0.701519	0.774421
720960	0.833994	0.774571
720986	0.977761	0.774593
724084	0.973507	0.777622
725335	0.958528	0.778839
731725	0.902766	0.784964
731771	0.854261	0.785006
735921	0.992373	0.788551
737793	1.010079	0.790409
740466	1.219977	0.793109
746884	1.221047	0.800939
750107	1.464281	0.804874
751873	1.471938	0.807460
754230	1.462547	0.810929
757459	1.461521	0.815652
759602	1.501358	0.818784
760298	1.641617	0.819829
760411	1.786972	0.820014
764040	0.956021	0.826499
766485	0.812952	0.828837
768334	0.810833	0.830340
769247	0.811725	0.831080
770103	0.825318	0.831775
770148	0.838518	0.831812
774692	0.799350	0.835622
778024	0.773282	0.838286
778820	0.735469	0.838901
780339	0.697435	0.840019
783004	0.690043	0.841877
785279	0.675116	0.843447
787738	0.674086	0.845107
789761	4.227947	0.846471
792190	16.672153	0.856741
798489	16.443867	0.961758
800821	16.429532	1.000106
801627	16.425084	1.013348
801796	16.424755	1.016124
802234	16.470067	1.023318
804760	16.215266	1.064921
806655	15.782223	1.095649
809963	14.561133	1.147857
810039	12.305922	1.148963
810143	1.439616	1.150243
811433	1.327703	1.152100
811746	1.276508	1.152516
816072	1.272484	1.158038
818559	1.266290	1.161203
824098	1.266374	1.168217
828466	1.265602	1.173748
828844	1.383586	1.174226
829230	1.389241	1.174761
829583	1.288068	1.175251
829955	1.264070	1.175730
830953	1.240554	1.176992
831464	1.187611	1.177626
831496	1.124149	1.177664
831539	1.052133	1.177712
835298	1.047032	1.181667
836149	1.043588	1.182558
839978	0.921200	1.186554
840378	0.772730	1.186922
840597	0.773016	1.187091
840769	0.695798	1.187224
841710	0.676734	1.187879
845819	0.676443	1.190660
847597	0.677245	1.191863
847743	0.677474	1.191961
852137	1.051023	1.194938
854689	2.296725	1.197621
855717	13.130489	1.199982
860673	13.113088	1.265056
862833	7.579679	1.293381
865040	3.358375	1.310109
867937	3.322947	1.319838
868453	2.184032	1.321553
870950	1.962748	1.327006
874641	2.090348	1.334251
874650	2.238849	1.334270
875050	2.533107	1.335165
875068	2.842299	1.335211
875116	3.101297	1.335347
875402	2.909982	1.336234
875708	2.915533	1.337125
875737	1.839094	1.337209
875772	1.839094	1.337273
878324	1.839094	1.341967
878634	1.838800	1.342537
880773	1.839606	1.346470
885032	1.859780	1.354305
886376	1.859829	1.356805
889656	1.992503	1.362905
891352	1.992120	1.366284
892018	2.945098	1.367611
895079	25.569325	1.376626
897566	25.706134	1.440217
898328	6.602012	1.459805
902322	4.904711	1.486173
903638	4.829569	1.492628
903776	4.829569	1.493294
904551	4.702221	1.497037
904871	4.702221	1.498542
904995	4.621738	1.499125
905016	4.527942	1.499222
905031	4.159920	1.499290
905122	1.151829	1.499669
905356	1.134917	1.499938
905559	1.090045	1.500168
905563	1.088991	1.500173
905622	1.086955	1.500237
905762	1.058126	1.500389
906225	1.005447	1.500879
906887	0.545269	1.501545
910950	0.588756	1.503760
911717	0.728056	1.504212
913781	0.728023	1.505714
914426	0.727996	1.506184
916122	0.727815	1.507419
917767	0.737259	1.508616
920310	0.739474	1.510491
920416	0.781343	1.510569
923865	4.006816	1.513264
928106	1.142880	1.530257
929428	0.981441	1.531768
929711	0.950844	1.532046
930010	0.930280	1.532330
931686	0.946988	1.533889
932359	1.033759	1.534526
933238	1.244479	1.535435
933778	2.036360	1.536107
933911	2.645139	1.536378
934180	2.887947	1.537089
934679	3.024721	1.538531
935480	3.743614	1.540953
935567	13.305526	1.541279
938014	13.305526	1.573838
938106	13.299083	1.575062
938365	12.525059	1.578506
938967	12.502801	1.586046
939312	12.489404	1.590360
939795	2.551214	1.596392
943361	2.285431	1.605490
947817	47.301708	1.615674
948966	47.301708	1.670023
950922	0.161261	1.762545
957885	0.155983	1.763668
960725	0.151122	1.764111
961051	0.148972	1.764161
965679	0.148983	1.764850
968292	0.149111	1.765239
970598	0.149067	1.765583
974411	0.149066	1.766152
975966	0.148943	1.766383
976554	0.148880	1.766471
979006	0.148940	1.766836
982456	0.658422	1.767350
982503	1.168873	1.767381
982572	1.246433	1.767461
982832	1.282641	1.767786
983163	1.302708	1.768210
983292	1.272750	1.768378
985717	0.922147	1.771465
985767	0.660966	1.771511
985891	0.624089	1.771593
985947	0.565497	1.771628
986758	1.291179	1.772086
987256	0.675752	1.772729
987358	0.416900	1.772798
987371	0.187660	1.772804
987877	9.524831	1.772898
987935	9.530033	1.773451
987972	1.763468	1.773804
987996	0.319071	1.773846
988070	0.176696	1.773869
988168	0.163088	1.773887
988578	0.163419	1.773954
988889	0.166694	1.774004
988998	0.213262	1.774023
989191	1.790210	1.774064
989381	1.570578	1.774404
989449	1.137307	1.774511
989633	0.989635	1.774720
989858	0.223100	1.774943
990021	0.153426	1.774979
990386	0.151469	1.775035
990400	0.149005	1.775037
990815	0.140569	1.775099
990898	0.140569	1.775111
991002	0.119488	1.775125
991219	0.090681	1.775151
991872	0.078501	1.775210
992091	0.072411	1.775228
992300	0.068621	1.775243
992590	0.066976	1.775263
992961	0.066328	1.775287
993820	0.066718	1.775344
994364	0.068740	1.775381
994699	0.072652	1.775404
994887	0.078599	1.775417
995082	0.092382	1.775433
995101	0.105459	1.775435
995156	0.126498	1.775440
995894	2.444282	1.775534
996150	0.150480	1.776159
1004554	0.150702	1.777424
1004694	0.151018	1.777445
1007461	0.151745	1.777863
1007763	0.151866	1.777909
1009035	0.292363	1.778102
1012750	0.211455	1.779188
1013165	0.155839	1.779276
1016057	0.151961	1.779727
1022502	0.151961	1.780706
1025537	0.160425	1.781167
1025983	0.185296	1.781239
1026398	0.210056	1.781316
1029912	0.237464	1.782054
1032776	0.241000	1.782734
1035548	0.336769	1.783402
1035653	0.430273	1.783437
1036640	28.453625	1.783862
1040849	28.092897	1.903623
1045384	23.019550	2.031025
1045838	22.204392	2.041475
1045951	22.187376	2.043985
1046081	22.187376	2.046869
1046471	26.289611	2.055522
1047358	26.289611	2.078841
1047385	26.289611	2.079551
1047430	26.289139	2.080734
1047729	26.289139	2.088594
1047780	26.287932	2.089935
1048526	26.281864	2.109546
1048568	26.279643	2.110650
1048864	26.274699	2.118428
1048950	25.270667	2.120688
1049075	10.050564	2.123847
1049139	9.279179	2.124490
1049431	9.159239	2.127200
1049677	9.160251	2.129453
1049703	9.160251	2.129691
1050199	9.157563	2.134234
1050507	6.238465	2.137055
1050760	5.217716	2.138633
1050877	1.256975	2.139244
1051520	1.183158	2.140052
1052943	1.169065	2.141736
1053817	1.165879	2.142757
1055808	1.165163	2.145079
1056547	1.163785	2.145940
1060082	1.143721	2.150054
1060223	1.144057	2.150215
1061058	1.144777	2.151170
1062312	1.146126	2.152606
1062888	0.861020	2.153266
1065433	0.859868	2.155457
1066396	0.857751	2.156285
1070147	0.888157	2.159503
1072974	1.064658	2.162013
1073552	1.237493	2.162629
1073782	1.408578	2.162913
1079582	1.418754	2.171083
1080758	1.574411	2.172752
1081151	1.429964	2.173370
1081175	1.073778	2.173405
1081188	0.720250	2.173419
1081348	0.445556	2.173534
1083422	0.447714	2.174458
1084970	0.472909	2.175151
1085335	0.543885	2.175324
1085393	0.619810	2.175355
1085630	0.713240	2.175502
1086120	0.963489	2.175852
1086769	0.969654	2.176477
1086855	0.969148	2.176560
1088773	1.001394	2.178419
1088797	2.098678	2.178443
1089552	2.214201	2.180028
1089786	4.489252	2.180546
1089949	4.372561	2.181278
1090130	0.628304	2.182069
1092101	0.642473	2.183307
1092608	0.648612	2.183633
1092676	0.652694	2.183677
1092749	0.655578	2.183725
1092839	0.658265	2.183784
1092871	0.659199	2.183805
1094959	0.659614	2.185181
1096507	0.641121	2.186202
1100064	0.568335	2.188483
1100163	0.568312	2.188539
1100306	0.533392	2.188620
1100365	0.533332	2.188652
1100633	0.505410	2.188795
1100776	0.488048	2.188867
1101309	0.486479	2.189127
1101744	0.485449	2.189339
1101754	0.488791	2.189344
1102362	0.500517	2.189641
1102377	0.511369	2.189648
1102701	0.546775	2.189814
1103095	0.591733	2.190030
1103758	0.599838	2.190422
1105760	4.392843	2.191623
1105783	10.138994	2.191724
1105873	10.689773	2.192636
1105966	10.551874	2.193630
1106795	40.595552	2.202378
1109435	22.858310	2.309550
1109518	20.187203	2.311447
1109653	16.516183	2.314173
1110442	16.506053	2.327204
1110644	16.504430	2.330538
1111384	16.164643	2.342751
1111425	1.045716	2.343414
1112783	1.046061	2.344834
1113551	1.028858	2.345638
1113695	1.013286	2.345786
1113847	1.067099	2.345940
1113993	1.161227	2.346096
1114050	1.161550	2.346162
1114107	1.282325	2.346228
1114258	1.389029	2.346422
1115044	1.183076	2.347513
1115377	0.891226	2.347907
1116567	0.890424	2.348968
1116652	0.887619	2.349044
1116912	0.886510	2.349274
1117053	0.889833	2.349399
1117662	0.893193	2.349941
1117737	0.897267	2.350008
1118082	0.904360	2.350318
1118087	0.912331	2.350322
1119946	1.114644	2.352018
1120213	2.148417	2.352316
1126543	2.821803	2.365915
1126679	3.362751	2.366299
1128406	3.787114	2.372107
1130433	4.586882	2.379783
1131393	7.366828	2.384187
1131695	7.488209	2.386411
1133049	7.511557	2.396550
1134267	7.506489	2.405700
1134818	7.315329	2.409836
1135009	7.079199	2.411233
1135403	6.725727	2.414022
1142114	6.613469	2.459158
1146228	6.607713	2.486366
1146254	6.561394	2.486538
1147708	4.972270	2.496078
1155025	2.520565	2.532460
1156841	1.475742	2.537038
1159731	1.331565	2.541303
1161810	1.321265	2.544071
1163209	1.319857	2.545919
1168226	1.882257	2.552541
1170512	12.835846	2.556844
1179031	7.022632	2.666193
1179893	6.894736	2.672246
1183677	4.708019	2.698336
1184126	4.669656	2.700450
1184911	4.697183	2.704115
1184967	4.720557	2.704378
1186264	4.720649	2.710501
1186297	4.721941	2.710657
1186299	4.721779	2.710666
1187931	4.685913	2.718372
1190903	4.685913	2.732299
1192213	4.678132	2.738437
1193226	4.492063	2.743176
1194437	4.386231	2.748616
1196760	4.267500	2.758805
1198938	4.239564	2.768100
1201615	7.831523	2.779449
1212523	4.495670	2.864875
1212889	4.036427	2.866521
1215681	0.465835	2.877790
1216917	0.467421	2.878366
1217549	0.389652	2.878662
1221967	0.397739	2.880383
1225628	0.401190	2.881839
1226198	0.402455	2.882068
1228869	0.402447	2.883143
1232181	0.427762	2.884476
1234842	1.343353	2.885614
1234911	2.633095	2.885707
1235162	3.648236	2.886368
1237574	6.422211	2.895167
1243557	8.152580	2.933591
1246211	8.152083	2.955228
1247337	8.143804	2.964408
1247482	8.087660	2.965588
1247606	5.824279	2.966591
1248371	5.619924	2.971047
1248937	5.544130	2.974228
1248977	5.546330	2.974449
1252599	5.546295	2.994538
1252737	5.554002	2.995304
1253907	5.544651	3.001802
1254369	6.874487	3.004363
1255545	8.572252	3.012448
1259662	8.555879	3.047740
1261222	2.878117	3.061087
1261282	1.285634	3.061260
1265600	1.297245	3.066811
1266332	1.163625	3.067761
1269003	1.183615	3.070869
1269029	1.276354	3.070899
1270055	1.294207	3.072209
1270162	1.307272	3.072347
1271890	1.307907	3.074606
1272722	1.296282	3.075695
1272865	1.290227	3.075880
1273803	1.275278	3.077090
1274482	1.266919	3.077956
1277472	1.258530	3.081744
1288712	2.214836	3.095890
1294025	2.217230	3.107658
1297145	2.217737	3.114575
1297516	2.348938	3.115398
1307676	2.349182	3.139263
1310573	2.816366	3.146069
1311333	3.868851	3.148209
1311797	3.914135	3.150004
1311962	3.986407	3.150650
1312546	1.479425	3.152978
1312976	1.368623	3.153614
1312999	1.376618	3.153646
1313301	1.359740	3.154062
1313382	1.348112	3.154172
1313637	1.031187	3.154516
1313726	0.564203	3.154607
1316225	0.563666	3.156017
1320593	0.561526	3.158479
1323781	9.368762	3.160270
1325971	31.198434	3.180787
1329427	26.629733	3.288609
1330216	1.623154	3.309620
1332721	0.797437	3.313686
1333387	0.712932	3.314217
1335621	0.713560	3.315810
1336403	0.715557	3.316368
1336438	0.716778	3.316393
1337717	0.717995	3.317309
1338307	0.720006	3.317733
1349209	0.778504	3.325582
1349929	0.845564	3.326143
1350644	0.686231	3.326748
1353857	0.332998	3.328952
1356683	0.332948	3.329894
1362038	0.333206	3.331676
1362295	0.334989	3.331762
1363742	1.944074	3.332247
1364365	2.074165	3.333458
1364767	2.072535	3.334292
1365210	0.594819	3.335210
1365341	0.462119	3.335288
1366308	0.341867	3.335735
1367314	0.341755	3.336079
1369730	0.341804	3.336904
1369926	0.341927	3.336971
1370597	0.342839	3.337201
1370614	0.342863	3.337207
1370630	0.343034	3.337212
1371154	0.344361	3.337392
1371295	0.346352	3.337440
1372163	0.348441	3.337741
1372183	0.358648	3.337748
1373593	0.484966	3.338254
1373919	0.486161	3.338412
1374163	2.568840	3.338530
1374513	1.978432	3.339429
1374524	1.929796	3.339451
1374656	2.343417	3.339706
1374818	2.212831	3.340086
1374951	2.249953	3.340380
1375263	2.248064	3.341082
1375563	2.247812	3.341756
1375914	2.247693	3.342545
1375937	2.245825	3.342597
1375960	2.245991	3.342649
1376510	2.245836	3.343884
1376892	2.245623	3.344742
1381680	2.793305	3.355494
1381714	4.278740	3.355589
1381917	4.283042	3.356457
1385451	2.178497	3.371594
1385650	0.817424	3.372027
1386728	0.811492	3.372908
1392236	0.696425	3.377378
1392877	0.634911	3.377825
1394507	0.637069	3.378859
1397698	0.639955	3.380892
1397815	0.642516	3.380967
1398602	0.641899	3.381473
1400693	0.636965	3.382815
1404726	0.511925	3.385384
1405537	0.477923	3.385799
1407093	0.351687	3.386543
1412005	0.352144	3.388270
1414887	0.352528	3.389285
1415299	0.354645	3.389430
1415331	0.355322	3.389442
1417408	0.340478	3.390180
1420556	0.337545	3.391252
1421797	0.336687	3.391670
1426050	0.336577	3.393102
1426587	0.336437	3.393283
1426727	0.336353	3.393330
1428505	0.336214	3.393928
1432258	0.336096	3.395190
1436671	0.336246	3.396673
1440385	0.353776	3.397922
1444729	0.422514	3.399459
1447030	0.422519	3.400431
1449806	0.443755	3.401604
1450103	0.445523	3.401736
1450496	0.446215	3.401911
1451519	0.442493	3.402367
1454082	0.437950	3.403501
1454171	0.433522	3.403540
1454797	0.433494	3.403812
1455900	0.433458	3.404290
1456665	0.433553	3.404622
1458381	0.433553	3.405366
1458561	0.433666	3.405444
1458847	0.435054	3.405568
1462535	0.435151	3.407172
1463430	0.435158	3.407562
1467880	0.435327	3.409498
1473920	0.435812	3.412127
1475687	0.717308	3.412897
1476465	1.456938	3.413456
1477836	1.467393	3.415453
1479954	1.639762	3.418561
1481020	2.160345	3.420309
1481865	2.537434	3.422134
1486875	1.692340	3.434847
1488990	1.608824	3.438426
1489261	3.217359	3.438862
1492660	3.223184	3.449798
1495006	3.221209	3.457360
1495300	3.221083	3.458307
1495475	3.221255	3.458870
1495897	3.211094	3.460230
1496005	3.168273	3.460577
1497137	1.489736	3.464163
1498572	1.481264	3.466301
1498951	1.481028	3.466862
1499377	1.483058	3.467493
1499617	1.483446	3.467849
1499908	1.484317	3.468281
1501375	1.497405	3.470458
1503879	1.631601	3.474208
1504149	1.636191	3.474648
1504215	1.621980	3.474756
1504437	1.602113	3.475116
1504702	1.341718	3.475541
1505980	1.226194	3.477256
1506073	1.111994	3.477370
1507988	1.043303	3.479499
1510567	0.952489	3.482190
1514747	0.952286	3.486171
1515162	0.953228	3.486566
1515644	0.953500	3.487026
1516177	0.966510	3.487534
1517728	1.427924	3.489033
1518643	2.171316	3.490340
1518772	4.385204	3.490620
1521745	4.588159	3.503657
1522176	4.667926	3.505634
1522224	4.744133	3.505859
1522388	4.742118	3.506637
1522531	4.742118	3.507315
1522574	4.591935	3.507519
1522670	4.285286	3.507959
1527490	4.284771	3.528614
1527663	3.875304	3.529356
1527747	3.564729	3.529681
1528387	3.417071	3.531963
1532463	5.499232	3.545891
1532837	5.525204	3.547947
1536938	5.587381	3.570606
1538363	6.732254	3.578568
1538692	10.040384	3.580783
1541461	11.468877	3.608585
1542687	19.485964	3.622646
1545448	19.473719	3.676447
1546861	5.837496	3.703963
1552454	5.810306	3.736612
1552876	2.646660	3.739064
1555198	2.520175	3.745210
1555589	2.407814	3.746195
1557268	0.867343	3.750238
1559838	0.805636	3.752467
1560111	0.666912	3.752687
1564823	0.652233	3.755829
1566382	0.642571	3.756846
1567651	0.660226	3.757661
1568402	0.673354	3.758157
1569202	0.744577	3.758696
1569252	0.816818	3.758733
1569405	0.903010	3.758858
1570857	0.875071	3.760169
1573890	0.889533	3.762823
1574030	0.907671	3.762948
1574252	0.933110	3.763149
1578514	0.632512	3.767126
1579151	0.392119	3.767529
1584866	0.336710	3.769770
1585115	0.327363	3.769854
1586255	0.347015	3.770227
1586596	0.360982	3.770346
1586717	0.354339	3.770389
1587067	0.364206	3.770513
1587511	0.362682	3.770675
1590576	0.357796	3.771787
1590672	0.353030	3.771821
1592266	0.340286	3.772384
1592524	0.331822	3.772471
1592857	0.326796	3.772582
1593606	0.323128	3.772827
1593645	0.323074	3.772839
1593843	0.320175	3.772903
1596259	0.314678	3.773677
1597210	0.318200	3.773976
1599913	0.284630	3.774836
1600738	0.278725	3.775071
1601287	0.278867	3.775224
1601331	0.279236	3.775236
1601767	0.280562	3.775358
1602114	0.280675	3.775455
1602260	0.279941	3.775496
1602594	0.279477	3.775590
1603535	0.279628	3.775853
1603576	0.279760	3.775864
1604527	0.279909	3.776130
1605044	0.280204	3.776275
1605053	0.288933	3.776278
1605163	0.298157	3.776309
1605606	0.313594	3.776442
1606444	0.338090	3.776704
1606445	0.361022	3.776705
1607284	0.370388	3.777008
1607564	0.381119	3.777111
1608082	0.391370	3.777309
1608177	0.389941	3.777346
1608364	0.372342	3.777419
1609843	0.342248	3.777969
1610176	0.281262	3.778083
1610215	0.204683	3.778094
1610578	0.160191	3.778169
1610885	0.079067	3.778218
1614240	0.079871	3.778483
1615189	0.084704	3.778559
1616201	0.111521	3.778645
1617241	0.142310	3.778761
1617688	0.166359	3.778824
1621119	0.166864	3.779395
1622008	0.167181	3.779543
1623251	0.167297	3.779751
1623880	0.167771	3.779856
1624142	0.167636	3.779900
1626705	0.954648	3.780330
1627039	0.845212	3.780649
1627508	0.838135	3.781045
1628225	0.824929	3.781646
1628295	0.800461	3.781704
1630989	0.800460	3.783860
1632965	0.405744	3.785442
1633100	0.110755	3.785497
1636549	0.111173	3.785879
1638000	0.112105	3.786040
1642423	0.125992	3.786536
