position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
20292680	1.792925	1.832698
20292796	1.456040	1.832906
20292853	0.729249	1.832989
20294131	0.713640	1.833921
20295349	0.703374	1.834791
20295510	0.692178	1.834904
20296010	0.687390	1.835250
20296510	0.606393	1.835594
20296658	0.433551	1.835683
20299291	0.423217	1.836825
20305047	4.764575	1.839261
20305431	2.690790	1.841091
20307689	1.262995	1.847166
20309685	1.261911	1.849687
20310852	1.581529	1.851160
20310923	1.582375	1.851272
20312088	1.627333	1.853116
20313371	1.631317	1.855204
20314561	1.629219	1.857145
20314958	1.611446	1.857792
20316038	1.614018	1.859532
20316092	1.613460	1.859619
20316128	1.613424	1.859677
20316521	1.613342	1.860311
20316839	1.615154	1.860824
20317648	1.606507	1.862131
20317747	1.596117	1.862290
20318541	1.595351	1.863557
20321350	1.595313	1.868039
20321604	1.596104	1.868444
20322165	1.596070	1.869339
20323037	1.596045	1.870731
20324510	1.596994	1.873082
20326909	1.597183	1.876913
20331117	1.598641	1.883634
20332855	1.602591	1.886413
20337127	1.652457	1.893259
20339402	1.910711	1.897018
20340311	1.994935	1.898755
20341264	2.003209	1.900656
20341497	3.344465	1.901123
20341577	4.090464	1.901391
20341620	6.533358	1.901566
20341645	8.796131	1.901730
20342866	8.801987	1.912470
20343449	8.823689	1.917601
20343557	8.849306	1.918554
20346321	8.934330	1.943014
20346346	8.942351	1.943237
20346572	8.733759	1.945258
20346949	8.737285	1.948551
20347051	8.764059	1.949442
20347202	8.762040	1.950765
20347211	8.762101	1.950844
20347304	8.759130	1.951659
20347564	25.636280	1.953936
20347781	25.636280	1.959500
20348472	25.634386	1.977214
20349033	25.634386	1.991595
20349168	25.634386	1.995056
20350109	25.233574	2.019178
20350572	7.708262	2.030861
20350710	1.240714	2.031925
20351990	1.084952	2.033513
20354176	1.055733	2.035884
20354707	1.054438	2.036445
20357070	0.851285	2.038937
20361945	1.004989	2.043087
20362091	1.030569	2.043233
20362820	1.100837	2.043985
20363170	1.189636	2.044370
20363689	1.314955	2.044987
20364548	1.682674	2.046117
20365400	1.890269	2.047551
20365853	1.945294	2.048407
20366315	1.893787	2.049306
20367192	1.891001	2.050966
20367367	1.822521	2.051297
20367498	1.761251	2.051536
20367520	1.754940	2.051575
20367611	1.736634	2.051735
20368378	1.691322	2.053067
20370166	2.551043	2.056091
20370744	2.425321	2.057565
20372048	2.550611	2.060728
20372715	2.713013	2.062429
20373019	2.731940	2.063254
20373034	2.653819	2.063295
20373086	2.454980	2.063433
20373433	2.413012	2.064285
20374645	2.131445	2.067209
20377726	2.149297	2.073776
20377949	2.167336	2.074255
20379520	2.199963	2.077660
20383239	12.623022	2.085842
20383409	12.656575	2.087988
20383582	15.559391	2.090178
20386397	13.723826	2.133977
20386493	11.658945	2.135295
20386538	1.535310	2.135819
20388082	1.536622	2.138190
20388404	1.524311	2.138685
20389721	1.616278	2.140692
20389874	1.745371	2.140939
20390425	1.738993	2.141901
20390511	1.731946	2.142051
20390908	2.242077	2.142738
20391582	2.239965	2.144249
20392190	2.570836	2.145611
20392386	2.610139	2.146115
20393574	2.891837	2.149216
20393919	3.124922	2.150214
20393988	3.382482	2.150429
20394344	3.335318	2.151634
20394690	2.950530	2.152788
20394768	2.515205	2.153018
20394880	2.393239	2.153299
20395376	1.748441	2.154486
20395697	2.867023	2.155048
20396665	3.055352	2.157823
20396684	3.220290	2.157881
20397367	3.297088	2.160081
20397609	3.221936	2.160878
20397969	3.193945	2.162038
20398088	3.227709	2.162418
20398326	2.087315	2.163187
20398369	0.843996	2.163276
20398979	0.781587	2.163791
20399469	0.782731	2.164174
20399840	0.788775	2.164465
20400370	0.838230	2.164883
20400580	0.867479	2.165059
20400943	1.257412	2.165374
20401000	1.948063	2.165445
20401656	2.290557	2.166723
20402092	2.844302	2.167722
20402096	2.844232	2.167733
20402192	2.921569	2.168006
20402293	2.913233	2.168301
20402798	0.901145	2.169772
20404091	0.851770	2.170938
20404238	0.851309	2.171063
20404736	0.458319	2.171487
20408634	1.127044	2.173273
20408708	1.287212	2.173357
20408911	2.030374	2.173618
20409258	2.049748	2.174323
20409499	1.988052	2.174817
20409779	1.560149	2.175373
20409844	1.013260	2.175475
20410850	1.003765	2.176494
20411689	1.001711	2.177336
20411717	1.000930	2.177364
20412459	1.040741	2.178107
20413039	1.051164	2.178711
20413320	1.055814	2.179006
20413801	1.058256	2.179514
20414120	1.059950	2.179851
20414138	1.060676	2.179870
20414884	1.064154	2.180662
20415046	1.082691	2.180834
20415638	1.997539	2.181475
20415759	2.113858	2.181717
20415780	2.189072	2.181761
20415921	2.191119	2.182070
20416126	2.188727	2.182519
20416150	2.185348	2.182571
20416499	2.249416	2.183334
20416575	2.333270	2.183505
20416590	2.481222	2.183540
20416640	2.480460	2.183664
20416823	6.958742	2.184118
20417394	10.324882	2.188092
20417488	16.459086	2.189062
20417527	31.787998	2.189704
20417541	31.787998	2.190149
20417553	31.787998	2.190530
20417563	31.787998	2.190848
20417588	31.781053	2.191643
20417675	22.622641	2.194408
20417796	22.622641	2.197145
20418101	22.623218	2.204045
20418489	22.611759	2.212823
20419241	19.950456	2.229827
20419259	1.466609	2.230186
20419697	1.673183	2.230829
20419842	1.800075	2.231071
20419869	2.194288	2.231120
20419930	2.732257	2.231254
20420151	1.903010	2.231857
20420264	1.737722	2.232073
20420338	1.597126	2.232201
20420387	1.261157	2.232279
20420430	0.951771	2.232334
20420571	0.865992	2.232468
20420685	0.744184	2.232567
20420918	2.216432	2.232740
20421368	0.659066	2.233737
20421389	0.662153	2.233751
20421596	0.650044	2.233888
20421694	0.646043	2.233952
20421915	0.605689	2.234095
20421935	0.559322	2.234107
20421980	0.489914	2.234132
20422254	0.459515	2.234266
20422583	0.459732	2.234417
20422601	0.430744	2.234426
20422811	0.170413	2.234516
20423865	0.665276	2.234696
20423950	2.640791	2.234752
20424184	2.624651	2.235370
20424306	0.589926	2.235690
20424926	0.359481	2.236056
20425051	0.629708	2.236101
20425171	0.598258	2.236177
20425785	0.305835	2.236544
20425911	0.004066	2.236583
20426420	0.004066	2.236585
20426704	0.004008	2.236586
20426742	0.003977	2.236586
20430392	0.003977	2.236600
20432548	0.003977	2.236609
20432664	0.003983	2.236610
20432801	0.003985	2.236610
20432988	0.003985	2.236611
20433044	0.003997	2.236611
20433957	0.003997	2.236615
20434409	0.003997	2.236616
20434688	0.008679	2.236618
20434842	8.427097	2.236619
20437889	12.238197	2.262296
20437901	13.323164	2.262443
20438012	15.809897	2.263922
20438262	16.187322	2.267874
20438645	10.667318	2.274074
20440873	0.782657	2.297841
20441301	0.870626	2.298176
20443943	0.835708	2.300476
20444012	0.841572	2.300534
20444026	0.853304	2.300546
20444441	0.812322	2.300900
20444588	0.760804	2.301019
20444607	0.712943	2.301034
20445091	0.704875	2.301379
20445370	0.459559	2.301575
20445558	0.365782	2.301662
20445618	0.288199	2.301684
20445768	0.254863	2.301727
20445905	0.234703	2.301762
20446509	0.226953	2.301904
20449120	0.230804	2.302496
20450883	0.230804	2.302903
20452328	0.305443	2.303237
20452402	0.385118	2.303259
20452460	0.459556	2.303282
20452611	0.482645	2.303351
20453004	0.475704	2.303541
20455307	0.248824	2.304636
20456434	0.115931	2.304917
20458770	0.083554	2.305187
20466824	0.482662	2.305860
20467114	0.482646	2.306000
20467330	0.482627	2.306105
20469917	0.483496	2.307353
20470399	19.898771	2.307586
20475143	19.875886	2.401986
20478538	18.730582	2.469465
20478763	2.224518	2.473679
20479990	0.421788	2.476408
20480054	0.171897	2.476435
20480547	0.172322	2.476520
20480750	0.173518	2.476555
20481345	0.173461	2.476658
20481436	0.173280	2.476674
20482471	0.169360	2.476854
20482998	0.161581	2.476943
20483627	0.153843	2.477044
20483644	0.147918	2.477047
20483873	0.145800	2.477081
20484042	0.145832	2.477106
20484229	0.145670	2.477133
20484425	0.145558	2.477161
20484740	0.862271	2.477207
20484786	2.002480	2.477247
20485017	2.190468	2.477709
20485164	5.872894	2.478031
20485634	6.059876	2.480792
20485878	8.032848	2.482270
20485905	8.788305	2.482487
20486115	7.662538	2.484333
20486170	1.605234	2.484754
20486355	0.877750	2.485051
20486424	0.613908	2.485112
20486579	0.578232	2.485207
20486600	0.554075	2.485219
20486724	0.553105	2.485288
20486741	0.551857	2.485297
20487107	0.553790	2.485499
20487339	0.557392	2.485628
20487364	0.559205	2.485642
20487504	0.563436	2.485720
20487553	0.566693	2.485747
20487688	0.569779	2.485824
20488148	0.570763	2.486086
20488191	0.571315	2.486111
20488658	0.572580	2.486377
20489363	0.940025	2.486781
20489393	1.380198	2.486809
20489478	1.380978	2.486927
20489549	1.381333	2.487025
20489558	1.381816	2.487037
20490132	0.993670	2.487830
20490138	0.643894	2.487836
20490612	0.643884	2.488141
20491115	0.643881	2.488465
20491352	0.643854	2.488618
20492492	0.552753	2.489352
20492720	0.358333	2.489478
20494749	0.358363	2.490205
20494807	0.338231	2.490226
20495913	0.348989	2.490600
20496729	0.349129	2.490885
20496825	0.356761	2.490918
20496983	0.369498	2.490974
20497580	0.426675	2.491195
20497631	0.497834	2.491217
20497718	0.579776	2.491260
20497737	0.671160	2.491271
20498610	0.671147	2.491857
20498839	0.931340	2.492011
20499679	0.888454	2.492793
20501312	0.888383	2.494244
20501368	0.890608	2.494294
20501962	1.303842	2.494823
20502044	2.129946	2.494930
20502120	2.792952	2.495091
20502921	1.055607	2.497329
20503541	0.576211	2.497983
20503568	0.077562	2.497999
20504186	0.073704	2.498047
20504276	0.070300	2.498053
20504435	0.067943	2.498064
20505191	0.067770	2.498116
20510919	0.068770	2.498504
20511107	0.070358	2.498517
20511673	2.104676	2.498557
20512610	1.424918	2.500529
20512771	2.445215	2.500758
20512772	2.225146	2.500761
20512898	0.625218	2.501041
20513133	0.315318	2.501188
20513356	0.030854	2.501258
20514321	0.022926	2.501288
20514384	0.018751	2.501289
20514663	0.018589	2.501295
20514705	0.018489	2.501295
20515023	1.102970	2.501301
20515032	2.030756	2.501311
20515294	0.134705	2.501843
20515383	0.024170	2.501855
20515436	0.011095	2.501857
20515598	0.010796	2.501858
20515652	0.010654	2.501859
20515763	0.010654	2.501860
20516355	0.010649	2.501866
20517065	0.010649	2.501874
20517354	0.010660	2.501877
20517369	0.010711	2.501877
20517501	0.010817	2.501879
20517648	0.037591	2.501880
20517670	0.213229	2.501881
20517688	0.715688	2.501885
20517721	1.747286	2.501909
20517987	4.646450	2.502373
20518391	4.362010	2.504251
20518565	3.839637	2.505010
20518581	2.031275	2.505071
20518618	1.274008	2.505146
20518931	0.146918	2.505545
20519634	0.157974	2.505648
20520198	0.505212	2.505737
20520386	0.643096	2.505832
20520955	0.623520	2.506198
20521060	0.607839	2.506264
20522569	0.758605	2.507181
20522721	0.887430	2.507296
20522999	0.963504	2.507543
20524255	0.823129	2.508753
20525016	0.753836	2.509379
20525415	0.752942	2.509680
20525833	0.319591	2.509995
20526831	0.164417	2.510314
20527104	0.086227	2.510359
20527290	0.056718	2.510375
20527935	0.057986	2.510411
20528207	1.904786	2.510427
20528308	1.964722	2.510620
20528321	2.007918	2.510645
20528359	2.074005	2.510721
20528362	1.929353	2.510728
20528481	2.026751	2.510957
20528505	0.923171	2.511006
20528528	0.565168	2.511027
20529019	0.496668	2.511305
20529043	0.448013	2.511317
20529177	0.420541	2.511377
20529449	0.420547	2.511491
20529515	0.407281	2.511519
20529652	0.389320	2.511574
20529812	0.389320	2.511637
20529865	0.360771	2.511657
20532303	0.358118	2.512537
20533972	2.005689	2.513135
20534033	2.680191	2.513257
20534066	5.770841	2.513345
20534313	3.453113	2.514771
20534379	3.408799	2.514999
20534909	1.020381	2.516805
20536377	0.606641	2.518303
20538145	0.348999	2.519376
20538394	0.554476	2.519463
20539108	3.804514	2.519859
20539305	0.819611	2.520608
20542741	5.942697	2.523424
20549093	17.558866	2.561172
20550347	0.215177	2.583191
20559234	0.215508	2.585103
20559282	0.216074	2.585114
20562080	4.448127	2.585718
20562401	4.882971	2.587146
20563840	0.439566	2.594173
20567085	0.443445	2.595599
20568700	0.443016	2.596315
20570809	0.418071	2.597250
20571275	0.418350	2.597445
20571795	0.405731	2.597662
20572156	0.397814	2.597809
20572684	0.398032	2.598019
20578170	2.836072	2.600202
20578244	4.068361	2.600412
20579914	2.166934	2.607206
20579916	2.178991	2.607211
20580112	0.290038	2.607638
20580570	0.264784	2.607770
20582608	0.305998	2.608310
20582710	0.344692	2.608341
20583254	0.456169	2.608529
20584114	0.692181	2.608921
20584199	0.755914	2.608980
20584582	0.512938	2.609269
20585203	1.013882	2.609588
20586042	0.211635	2.610439
20586432	0.078977	2.610521
20586519	0.074660	2.610528
20588444	0.074660	2.610672
20588893	0.067127	2.610705
20589264	0.061729	2.610730
20590454	0.722241	2.610804
20591214	0.501386	2.611353
20591724	0.078069	2.611608
20592038	0.041761	2.611633
20594374	0.041789	2.611730
20594389	0.041821	2.611731
20594649	0.041736	2.611742
20595252	0.041779	2.611767
20595901	0.041793	2.611794
20599515	0.062587	2.611945
20599640	0.086758	2.611953
20599889	0.101249	2.611975
20600017	0.136145	2.611988
20600154	0.175966	2.612006
20601049	0.448996	2.612164
20601713	0.243029	2.612462
20602228	0.924717	2.612587
20602661	0.916316	2.612987
20603182	0.459312	2.613465
20603359	0.271716	2.613546
20603899	0.185630	2.613693
20604377	0.120041	2.613782
20605595	0.108697	2.613928
20606091	0.172887	2.613982
20606144	0.226716	2.613991
20606164	0.279721	2.613995
20608288	0.171484	2.614590
20608329	0.081885	2.614597
20611690	0.081881	2.614872
20611785	0.082879	2.614880
20612290	0.090872	2.614921
20612465	0.103576	2.614937
20612595	0.120192	2.614951
20612605	0.133229	2.614952
20612672	0.149101	2.614961
20612763	0.164653	2.614974
20612935	0.182851	2.615003
20613119	0.209235	2.615036
20613480	0.245361	2.615112
20613898	0.267041	2.615215
20614124	0.574190	2.615275
20615151	0.574769	2.615865
20615688	0.575070	2.616173
20615745	0.575665	2.616206
20616389	0.578836	2.616577
20616931	0.580378	2.616890
20616948	0.589724	2.616900
20617337	0.590789	2.617130
20617538	0.590671	2.617248
20617574	0.580767	2.617270
20617652	0.564141	2.617315
20617678	0.564618	2.617330
20617871	0.500050	2.617439
20618025	0.369762	2.617516
20618768	0.319862	2.617790
20618830	0.320369	2.617810
20619072	0.305793	2.617888
20619555	0.309462	2.618035
20622221	2.296838	2.618860
20622987	0.158437	2.620620
20625084	0.148724	2.620952
20626203	0.147764	2.621119
20626291	0.146982	2.621132
20628684	0.148978	2.621483
20631384	0.148800	2.621885
20632463	0.122064	2.622046
20633541	0.134641	2.622178
20635226	0.165141	2.622405
20635506	0.205694	2.622451
20635795	0.231157	2.622510
20639015	0.216570	2.623255
20639210	0.206662	2.623297
20640025	0.235112	2.623465
20640192	0.788233	2.623504
20640199	1.370917	2.623510
20640534	0.057585	2.623969
20641690	0.052491	2.624036
20641707	0.046978	2.624037
20644322	0.047086	2.624160
20644436	0.047813	2.624165
20644473	0.048051	2.624167
20644642	0.108653	2.624175
20644690	0.285849	2.624180
20644775	7.672642	2.624204
20645608	6.417833	2.630596
20645916	3.345800	2.632572
20646485	2.409784	2.634476
20646940	1.339313	2.635573
20647920	1.338968	2.636885
20647955	1.334161	2.636932
20649076	1.382715	2.638427
20649166	1.447904	2.638552
20649375	1.871852	2.638855
20651027	3.055439	2.641947
20651157	3.711064	2.642344
20651901	3.642566	2.645105
20652144	2.230560	2.645990
20652474	1.990562	2.646726
20652522	1.896539	2.646822
20652555	1.862241	2.646884
20652668	1.861162	2.647095
20652757	1.862999	2.647261
20652849	1.869107	2.647432
20653006	5.246233	2.647725
20653223	5.338114	2.648864
20653246	5.406851	2.648987
20653282	5.498157	2.649181
20653540	5.834976	2.650600
20653921	5.482743	2.652823
20654320	2.082037	2.655010
20654335	1.630991	2.655042
20654347	0.526845	2.655061
20654828	0.623064	2.655315
20654962	1.539455	2.655398
20655407	1.005281	2.656083
20655438	0.689704	2.656114
20655466	0.500777	2.656134
20655710	0.494824	2.656256
20656094	0.508850	2.656446
20656173	0.508848	2.656486
20656239	0.599840	2.656520
20656645	0.505240	2.656763
20656765	0.489703	2.656824
20656814	0.482198	2.656848
20658375	0.562523	2.657601
20658847	0.639061	2.657866
20659073	0.811264	2.658011
20659151	1.206588	2.658074
20659253	2.560429	2.658197
20660360	2.571673	2.661031
20660992	2.695491	2.662657
20661105	2.883911	2.662961
20661292	2.892232	2.663500
20661943	2.953431	2.665383
20662152	3.032753	2.666001
20662371	3.066782	2.666665
20663034	3.062018	2.668698
20663078	2.992415	2.668833
20665301	4.612243	2.675485
20665362	9.103769	2.675766
20665840	9.081904	2.680118
20666556	8.962177	2.686620
20667084	8.709347	2.691352
20667820	10.088677	2.697763
20668817	10.110301	2.707821
20669142	10.188567	2.711107
20669240	10.327017	2.712105
20669845	22.622734	2.718353
20672016	3.414568	2.767467
20672229	1.961643	2.768194
20672490	1.624113	2.768706
20672509	1.324300	2.768737
20673985	1.047911	2.770692
20675194	0.887930	2.771959
20676314	0.802302	2.772953
20677257	0.803741	2.773710
20677591	0.824469	2.773978
20677723	0.835418	2.774087
20677814	0.847394	2.774163
20683044	0.847547	2.778595
20684277	0.847567	2.779640
20684890	4.657349	2.780160
20687978	2.979673	2.794542
20690168	2.980372	2.801067
20690569	3.941226	2.802262
20690599	5.889959	2.802380
20690762	3.310308	2.803340
20690831	2.991864	2.803569
20690984	2.940520	2.804027
20691156	2.844830	2.804532
20691329	2.795668	2.805025
20691525	2.787777	2.805573
20691610	1.704266	2.805809
20691662	1.102818	2.805898
20691718	0.838451	2.805960
20691888	0.536788	2.806102
20691962	0.478069	2.806142
20692188	0.466117	2.806250
20692305	0.460072	2.806305
20692453	0.456805	2.806373
20692574	0.457934	2.806428
20692999	0.507147	2.806623
20693974	7.426800	2.807117
20693986	13.132013	2.807206
20694079	13.174541	2.808428
20694226	1.364765	2.810364
20694272	1.338864	2.810427
20694396	0.415409	2.810593
20694500	0.381462	2.810636
20694602	0.379358	2.810675
20694799	0.375803	2.810750
20694850	0.372348	2.810769
20694968	0.380691	2.810813
20695087	0.395762	2.810858
20695472	0.397702	2.811011
20695501	0.522602	2.811022
20695878	0.586503	2.811219
20698068	0.385919	2.812504
20698239	0.243014	2.812570
20698298	0.122325	2.812584
20698504	0.047676	2.812609
20707100	0.121925	2.813019
20708308	0.828187	2.813166
20708491	0.860916	2.813318
20709015	1.133009	2.813769
20709118	1.307414	2.813886
20709437	25.226282	2.814303
20709569	52.866399	2.817633
20709688	52.978429	2.823924
20710083	52.985577	2.844850
20711811	52.744415	2.936409
20711852	50.906420	2.938572
20712322	0.657841	2.962498
20713121	0.624743	2.963023
20713790	0.615273	2.963441
20714038	0.612157	2.963594
20714174	0.610443	2.963677
20714295	0.606521	2.963751
20714975	0.591921	2.964163
20715361	0.587783	2.964392
20716025	0.486332	2.964782
20716841	0.442575	2.965179
20717182	0.419663	2.965330
20718978	0.422919	2.966084
20719360	0.427687	2.966245
20719900	0.432026	2.966476
20722148	0.431082	2.967447
20723446	0.431614	2.968007
20723584	0.431601	2.968067
20723695	0.433980	2.968114
20724138	1.361481	2.968307
20724318	11.849323	2.968552
20728063	8.261653	3.012927
20728125	2.431977	3.013440
20728354	2.431977	3.013997
20731036	2.501509	3.020519
20731130	2.573637	3.020754
20731855	2.725172	3.022620
20731865	4.005063	3.022647
20731947	6.617161	3.022976
20732175	6.797223	3.024485
20732418	6.798694	3.026136
20732546	6.799387	3.027007
20740871	6.825604	3.083611
20741414	6.819919	3.087318
20743269	6.697963	3.099969
20745092	6.694406	3.112179
20746792	6.823150	3.123560
20747195	1.302695	3.126309
20749006	0.406652	3.128668
20754712	0.582908	3.130989
20755287	0.840289	3.131324
20755381	1.114112	3.131403
20755924	1.166274	3.132008
20756277	1.176602	3.132420
20756405	1.176206	3.132570
20756887	1.219328	3.133137
20757804	4.262998	3.134255
20758426	3.470885	3.136907
20758454	2.294090	3.137004
20758593	1.544977	3.137323
20758949	1.528289	3.137873
20760873	1.529504	3.140813
20761616	1.522062	3.141950
20762066	1.522364	3.142635
20762374	1.522157	3.143104
20762775	1.522500	3.143714
20763446	1.466137	3.144736
20764031	1.366983	3.145593
20764094	1.273577	3.145679
20764585	1.150756	3.146305
20766144	1.151765	3.148099
20767618	0.326495	3.149796
20770036	0.240704	3.150586
20774358	0.240455	3.151626
20775845	0.169488	3.151984
20776946	0.132906	3.152170
20780367	0.141505	3.152625
20781361	0.181922	3.152766
20782165	0.365142	3.152912
20783491	0.364446	3.153396
20784431	0.605483	3.153739
20784718	1.162890	3.153913
20786009	1.163241	3.155414
20786317	1.138642	3.155772
20786827	0.423565	3.156353
20787779	0.257814	3.156756
20787961	0.166589	3.156803
20790470	0.167004	3.157221
20791225	0.168917	3.157347
20792329	0.172159	3.157534
20792844	0.176489	3.157622
20793013	0.176583	3.157652
20793041	0.176583	3.157657
20794509	0.181090	3.157916
20795715	0.181983	3.158135
20796128	0.181835	3.158210
20796276	0.181881	3.158237
20796878	0.182188	3.158346
20797582	0.182361	3.158474
20798349	0.182505	3.158614
20798615	0.182505	3.158663
20799103	0.183884	3.158752
20802315	0.184029	3.159343
20802707	0.179584	3.159415
20804562	0.164744	3.159748
20806295	0.157392	3.160033
20806583	0.150810	3.160079
20809491	0.149046	3.160517
20810735	0.148487	3.160703
20811332	0.147885	3.160791
20811655	0.147189	3.160839
20811772	0.147230	3.160856
20812467	0.146600	3.160959
20812472	0.146600	3.160959
20812666	0.146584	3.160988
20813289	0.145644	3.161079
20813642	0.144798	3.161130
20815394	0.143428	3.161384
20818045	0.143259	3.161764
20818131	0.142550	3.161777
20818983	0.142402	3.161898
20819227	0.142315	3.161933
20821779	0.142340	3.162296
20822115	0.200467	3.162344
20822308	0.250377	3.162383
20823095	1.687486	3.162580
20823212	3.158241	3.162777
20824181	4.082990	3.165837
20824415	3.529837	3.166793
20824694	3.512602	3.167778
20824859	3.176483	3.168357
20825094	2.489575	3.169104
20825362	1.145573	3.169771
20825965	0.871372	3.170462
20825966	0.858064	3.170463
20826243	0.746773	3.170700
20827797	0.714924	3.171861
20829032	0.761557	3.172744
20829119	0.830875	3.172810
20829438	0.952501	3.173075
20829966	0.971922	3.173578
20830046	0.988365	3.173656
20831406	1.262768	3.175000
20831646	1.377313	3.175303
20831794	1.486291	3.175507
20833239	1.418103	3.177654
20833462	1.355581	3.177971
20833654	1.302232	3.178231
20834548	0.790572	3.179395
20834809	0.600967	3.179601
20835180	0.539145	3.179824
20836582	0.534977	3.180580
20836716	0.531728	3.180652
20836916	0.529965	3.180758
20837033	0.529931	3.180820
20837053	0.529587	3.180831
20837086	0.529398	3.180848
20837701	0.526662	3.181174
20838713	0.526813	3.181707
20839111	0.526854	3.181917
20840811	0.566198	3.182812
20841162	1.462377	3.183011
20841313	2.335966	3.183232
20841707	2.486930	3.184152
20842964	2.337432	3.187278
20844383	2.346416	3.190595
20844859	2.407342	3.191712
20844935	2.424631	3.191895
20845018	2.454585	3.192096
20845521	2.469294	3.193331
20846521	2.707994	3.195800
20846729	2.733986	3.196363
20847202	2.850267	3.197657
20848963	3.143565	3.202676
20849169	3.146410	3.203323
20849854	3.146075	3.205479
20849940	3.146357	3.205749
20850014	2.978143	3.205982
20850093	2.813602	3.206217
20850156	2.661701	3.206395
20850212	2.503534	3.206544
20850263	2.377394	3.206671
20851840	2.140372	3.210421
20852029	2.141905	3.210825
20852770	2.111375	3.212412
20852817	2.080349	3.212512
20854012	2.080365	3.214998
20854152	2.079759	3.215289
20854734	2.081051	3.216499
20858174	2.094128	3.223658
20858944	2.219863	3.225270
20859013	2.395836	3.225424
20860073	2.626013	3.227963
20860990	5.169216	3.230371
20861448	1.736098	3.232739
20862542	1.716373	3.234638
20863070	1.706999	3.235544
20863142	1.698928	3.235667
20863258	1.684120	3.235864
20863677	1.665933	3.236570
20863811	1.636811	3.236793
20865008	1.611836	3.238752
20866691	1.630010	3.241465
20867489	1.637232	3.242766
20868751	2.188764	3.244832
20869163	2.196104	3.245734
20869819	14.158125	3.247175
20871645	14.317750	3.273027
20872656	14.318326	3.287503
20872740	14.234198	3.288705
20872881	14.177515	3.290712
20872966	14.152616	3.291917
20873288	13.667025	3.296475
20873524	13.556487	3.299700
20875269	14.585937	3.323356
20875973	14.616943	3.333624
20876189	14.776572	3.336782
20876253	15.005222	3.337727
20877114	15.005222	3.350647
20879311	14.948521	3.383613
20880160	14.939777	3.396305
20880328	14.888833	3.398815
20880660	9.125245	3.403758
20881424	9.045317	3.410729
20881527	8.856266	3.411661
20881789	3.086153	3.413981
20882591	2.932008	3.416456
20883930	1.626693	3.420382
20883949	0.680661	3.420413
20884300	0.647745	3.420652
20887962	0.645659	3.423024
20888180	0.645140	3.423165
20889649	0.654998	3.424113
20891188	4.338808	3.425121
