position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
356374	2.889803	0.640042
357247	2.883784	0.642565
357570	2.878530	0.643496
358187	2.995244	0.645272
358226	3.133353	0.645389
359079	3.221415	0.648062
359141	3.263920	0.648262
359196	3.307586	0.648441
359884	3.350439	0.650717
360161	3.338740	0.651645
360971	3.399392	0.654349
361437	3.837061	0.655933
361710	3.789223	0.656981
362116	4.496387	0.658519
362173	4.666686	0.658776
362199	4.850618	0.658897
362623	4.747843	0.660954
362857	4.623936	0.662065
363254	4.573644	0.663900
364326	5.082747	0.668803
364942	8.206850	0.671934
365758	8.836900	0.678631
365815	12.566885	0.679135
365930	12.804448	0.680580
366043	12.822924	0.682027
367725	12.825299	0.703595
368115	12.825673	0.708597
369148	12.814831	0.721846
369955	12.798439	0.732187
370338	12.796611	0.737089
370543	12.294788	0.739712
371281	8.971342	0.748786
371902	9.189363	0.754357
371976	9.950979	0.755037
372041	11.901974	0.755684
372837	11.956828	0.765158
373503	11.935118	0.773121
373670	11.869094	0.775114
374047	9.813348	0.779589
374109	3.843893	0.780198
374117	2.473690	0.780228
375021	2.364982	0.782465
375289	2.273291	0.783098
375841	2.308507	0.784353
376191	2.362991	0.785161
376543	2.404713	0.785993
376602	2.445433	0.786135
376626	2.446071	0.786193
377075	2.446222	0.787292
377384	2.145458	0.788048
377746	1.694702	0.788824
377818	1.138094	0.788946
379644	1.129736	0.791025
379749	1.125796	0.791143
379855	1.116705	0.791262
380325	1.078049	0.791787
380831	1.018640	0.792333
380945	0.969190	0.792449
381704	0.980057	0.793185
381832	1.176925	0.793310
381997	1.203521	0.793504
382088	1.006261	0.793614
382268	0.845263	0.793795
382565	0.698082	0.794046
383336	0.571982	0.794584
384797	0.575227	0.795420
385140	0.587659	0.795617
385735	0.619802	0.795967
385908	0.654215	0.796074
386203	0.695507	0.796267
387004	0.713315	0.796824
387120	0.713405	0.796907
387431	0.718124	0.797129
387700	0.718690	0.797322
387970	0.718949	0.797516
388110	0.719950	0.797617
389081	0.721700	0.798316
390334	0.724850	0.799220
390905	0.729261	0.799634
391376	0.731751	0.799977
392544	0.742475	0.800832
392795	0.786378	0.801018
393649	0.947397	0.801690
393753	1.338281	0.801788
394141	2.241782	0.802308
394366	15.492930	0.802812
394762	15.500230	0.808947
394946	15.512102	0.811799
395016	15.511672	0.812885
395394	15.510403	0.818749
395650	15.492106	0.822719
395661	15.492106	0.822890
395885	14.593511	0.826360
396461	13.522837	0.834766
397177	0.983836	0.844448
398147	1.027931	0.845402
398803	1.174684	0.846077
398917	1.333074	0.846211
398985	1.282001	0.846301
399163	0.872973	0.846529
399245	0.927799	0.846601
399345	0.875212	0.846694
400706	0.751043	0.847885
400739	0.640113	0.847910
400749	0.570824	0.847916
400766	0.459144	0.847926
401069	0.327166	0.848065
401573	0.297518	0.848230
401660	0.276021	0.848256
401869	0.264147	0.848313
401933	0.253495	0.848330
403777	0.253342	0.848798
403892	0.252956	0.848827
403968	0.252520	0.848846
404000	0.252175	0.848854
407041	0.294931	0.849621
407132	0.341535	0.849648
407958	0.388811	0.849930
410368	0.388811	0.850867
410938	0.395264	0.851089
412122	0.395259	0.851557
415105	0.438050	0.852736
415401	0.492545	0.852865
416138	0.499996	0.853228
417542	1.484904	0.853930
417559	2.632857	0.853956
418015	2.474783	0.855156
418106	1.820993	0.855381
418996	1.787085	0.857002
419599	1.109932	0.858080
420105	0.695163	0.858641
420806	0.740333	0.859129
421229	1.038152	0.859442
421278	1.191289	0.859493
421334	1.212687	0.859559
421412	1.220155	0.859654
421524	1.218359	0.859791
421579	1.181406	0.859858
421650	1.110643	0.859942
421654	1.047972	0.859946
422163	0.912697	0.860479
422504	0.774704	0.860791
422523	0.631179	0.860805
424115	2.804181	0.861810
424468	2.891058	0.862800
424745	0.653443	0.863601
424867	0.597226	0.863681
425492	0.742636	0.864054
426016	0.869688	0.864443
426312	0.867123	0.864700
426365	1.294434	0.864746
426372	1.964998	0.864756
426396	1.919712	0.864803
426525	0.794209	0.865050
427306	0.193232	0.865671
427407	0.180967	0.865690
427408	0.166062	0.865690
428535	0.166017	0.865877
428607	0.166371	0.865889
428941	0.166789	0.865945
429054	0.166807	0.865964
429355	0.167985	0.866014
429689	0.169666	0.866070
430486	0.219934	0.866205
430555	0.280999	0.866221
430781	0.466294	0.866284
430954	0.884078	0.866365
432080	0.974583	0.867360
432940	0.962317	0.868198
433431	0.958687	0.868671
433993	1.233486	0.869210
434403	0.805149	0.869715
434478	0.575688	0.869776
434815	0.521692	0.869970
434879	0.482293	0.870003
434925	0.454283	0.870025
434956	0.434213	0.870039
435206	0.436525	0.870148
435867	0.445876	0.870436
435951	1.218355	0.870474
437232	1.222125	0.872035
437286	1.229854	0.872101
437894	1.242591	0.872848
438460	1.202192	0.873552
438717	1.194652	0.873861
438979	1.165899	0.874174
439089	1.144821	0.874302
439795	3.442848	0.875110
442441	1.370596	0.884220
443052	1.478876	0.885057
443281	1.371622	0.885396
444687	1.354846	0.887325
445002	1.261059	0.887751
445039	1.164399	0.887798
445309	1.163785	0.888112
446773	1.162327	0.889816
447835	1.151769	0.891051
447999	1.145627	0.891239
448441	1.139984	0.891746
449576	1.138378	0.893040
450102	1.134957	0.893638
452104	1.133605	0.895911
452284	1.132146	0.896115
452640	1.125947	0.896518
452663	1.118538	0.896544
452951	1.118124	0.896866
453954	1.118097	0.897987
454728	1.155227	0.898853
454937	1.366013	0.899094
455128	2.051867	0.899355
455937	4.388481	0.901015
455988	9.576847	0.901239
456330	12.802493	0.904514
456539	12.780335	0.907190
456750	12.780335	0.909886
457853	13.210680	0.923983
457867	13.632135	0.924168
457934	14.124385	0.925081
458383	13.624000	0.931423
458505	13.159114	0.933085
458662	8.299972	0.935151
458761	1.589522	0.935973
459651	3.035613	0.937388
460565	2.144966	0.940162
460631	1.815727	0.940304
460730	1.769136	0.940484
461182	0.761606	0.941283
461227	0.421489	0.941318
461778	0.602790	0.941550
461872	0.748378	0.941606
462180	0.822708	0.941837
462289	0.886450	0.941927
463020	1.078213	0.942575
463146	1.492741	0.942710
463177	2.159594	0.942757
463418	5.743367	0.943277
463580	6.005355	0.944208
463606	7.029367	0.944364
464909	7.008158	0.953523
466283	6.954596	0.963152
466351	6.906163	0.963625
466810	6.535761	0.966795
467001	6.048805	0.968043
467468	6.008556	0.970868
467676	4.336179	0.972118
468320	1.457750	0.974911
469426	1.264176	0.976523
469797	1.163570	0.976992
469993	1.158334	0.977220
470944	0.975403	0.978321
471773	0.909214	0.979130
471809	0.898425	0.979163
473288	0.885084	0.980492
475155	0.855075	0.982144
475172	0.854937	0.982159
475530	0.839283	0.982465
475761	0.827264	0.982658
475796	0.812157	0.982687
476477	0.785449	0.983240
476643	0.764343	0.983371
478440	0.768596	0.984744
478887	0.768426	0.985088
479568	0.778888	0.985611
479816	0.789625	0.985804
479891	0.801951	0.985864
479913	0.813043	0.985881
480875	0.793070	0.986663
482029	0.770627	0.987579
482032	0.762878	0.987581
483537	0.748969	0.988729
483682	0.734735	0.988838
485410	0.793651	0.990107
485968	0.961517	0.990550
486343	1.000568	0.990911
486602	1.041753	0.991170
486678	1.087771	0.991249
486757	1.141451	0.991335
487281	1.182093	0.991933
487395	1.216881	0.992068
488940	1.224655	0.993948
489242	1.224576	0.994318
489385	1.221586	0.994493
490268	1.216206	0.995572
490324	1.207913	0.995640
491967	10.652320	0.997624
492315	13.564796	1.001331
492874	20.936794	1.008914
497729	10.849726	1.110562
503177	7.638482	1.169671
503381	7.331733	1.171230
505004	6.802894	1.183129
505472	3.526321	1.186313
511960	2.886363	1.209192
513861	2.838612	1.214679
516584	2.836198	1.222408
516798	2.834581	1.223015
518222	2.799986	1.227052
523832	2.800579	1.242759
523934	2.801369	1.243045
524184	3.012458	1.243745
525667	2.854165	1.248213
525734	2.881429	1.248404
526458	2.905349	1.250490
526599	2.905373	1.250900
527087	1.926395	1.252318
527110	1.483795	1.252362
527473	1.469666	1.252901
528165	1.424843	1.253918
529676	1.371060	1.256071
530247	1.371070	1.256854
530318	1.164697	1.256951
530638	0.951705	1.257324
532488	0.951766	1.259084
532708	0.926515	1.259294
533191	0.917712	1.259741
533216	0.917870	1.259764
533368	0.909988	1.259904
533397	0.902590	1.259930
534341	0.952131	1.260782
535348	1.160528	1.261741
542433	2.608346	1.269963
544118	4.746322	1.274358
544739	9.440474	1.277306
547239	16.909047	1.300907
549319	13.528137	1.336078
551688	5.432735	1.368126
551899	4.217701	1.369272
552255	1.498534	1.370774
553456	1.245611	1.372573
553718	1.110575	1.372900
555074	1.127558	1.374406
555760	1.377944	1.375179
557087	2.592225	1.377008
557564	5.254277	1.378244
563815	7.960050	1.411089
565414	7.967642	1.423817
565760	6.795504	1.426574
566183	6.174416	1.429448
566242	3.187397	1.429812
566272	2.141229	1.429908
566368	1.363738	1.430114
566905	0.719837	1.430846
567127	0.643104	1.431006
567260	0.583630	1.431091
568040	0.591495	1.431546
568118	0.629280	1.431593
568868	0.793889	1.432065
569517	0.829019	1.432580
570002	0.852044	1.432982
570233	0.887916	1.433179
570500	1.053034	1.433416
570754	1.052331	1.433683
570814	1.460377	1.433746
570864	1.718049	1.433819
570939	1.633287	1.433948
573765	1.507651	1.438564
578218	1.512153	1.445278
579716	5.563653	1.447543
581446	2.494121	1.457168
582838	1.177642	1.460640
585386	1.052092	1.463640
587290	0.948198	1.465643
590003	0.988071	1.468216
592616	0.984620	1.470798
594262	5.693649	1.472418
596742	5.682794	1.486539
597751	4.054401	1.492273
597950	1.644313	1.493079
598416	1.391103	1.493846
602081	1.176934	1.498944
603438	1.041124	1.500541
603600	0.943207	1.500710
603871	0.860929	1.500965
604818	0.854642	1.501781
605312	0.851577	1.502203
605530	0.850844	1.502389
606115	0.854503	1.502886
606495	0.853432	1.503211
608018	0.895676	1.504511
608179	1.015633	1.504655
608312	27.890736	1.504790
608342	27.963081	1.505627
608468	36.377095	1.509150
608480	44.214429	1.509587
609954	44.214429	1.574759
610157	44.214429	1.583734
610199	44.214429	1.585591
610273	44.214429	1.588863
610634	44.214429	1.604825
611061	44.214429	1.623704
611323	44.214429	1.635288
612454	44.214429	1.685295
612753	44.214429	1.698515
612819	44.214429	1.701433
613020	44.214429	1.710320
614708	43.537686	1.784954
615014	27.379974	1.798277
615394	5.539410	1.808681
615650	4.682354	1.810099
616072	4.426051	1.812075
616077	4.035015	1.812097
616195	4.021007	1.812573
616317	4.021007	1.813064
616348	4.021007	1.813189
616653	4.030431	1.814415
616783	4.029494	1.814939
617110	4.056860	1.816257
617928	4.057238	1.819575
618124	5.856960	1.820370
618201	10.273988	1.820821
618741	11.366353	1.826369
619050	15.749626	1.829882
619154	20.490815	1.831519
620089	20.721769	1.850678
620709	20.719992	1.863526
621300	20.699144	1.875771
621808	16.248824	1.886287
622048	16.090949	1.890186
622494	16.073668	1.897363
623784	16.066300	1.918098
624631	16.072336	1.931706
624783	16.072277	1.934149
624824	16.070028	1.934808
625145	16.074383	1.939966
625820	16.093579	1.950817
627629	17.791503	1.979930
628487	18.237573	1.995195
628980	21.128102	2.004186
629035	22.197737	2.005348
629239	22.197737	2.009877
631211	5.784492	2.053651
631314	5.712867	2.054246
631332	5.689688	2.054349
631348	5.639951	2.054440
631398	5.641911	2.054722
631435	4.309833	2.054931
631526	4.261715	2.055323
631994	4.278666	2.057318
632239	4.296197	2.058366
632651	4.370139	2.060136
634559	4.290320	2.068474
635288	11.001109	2.071602
635432	10.995996	2.073186
637424	11.080499	2.095090
637631	12.065758	2.097384
641024	4.153975	2.138323
644527	3.988037	2.152874
649311	4.114742	2.171953
650968	4.268739	2.178771
659236	2.846199	2.214065
660383	1.494946	2.217330
661005	0.215970	2.218259
661647	0.149053	2.218398
662103	0.145083	2.218466
662135	0.141734	2.218471
662247	0.141734	2.218487
662370	0.135855	2.218504
662463	0.130507	2.218517
666371	0.487085	2.219027
668258	0.327615	2.219946
668300	0.200932	2.219960
668376	0.143997	2.219975
668650	0.157989	2.220014
670414	0.223104	2.220293
672363	0.221221	2.220728
673016	0.224828	2.220872
673995	0.230318	2.221092
674320	0.269648	2.221167
674440	0.316645	2.221200
675000	1.093710	2.221377
675307	1.433004	2.221713
675774	1.087176	2.222382
675787	1.596591	2.222396
675903	2.912783	2.222581
676008	2.738812	2.222887
676228	0.801629	2.223490
676331	0.790546	2.223572
676473	0.782021	2.223684
676490	0.772994	2.223698
676789	0.774205	2.223929
677214	0.485313	2.224258
677240	0.302217	2.224270
677302	0.240586	2.224289
677621	0.240625	2.224366
677931	0.240451	2.224441
678847	0.241017	2.224661
678947	0.249584	2.224685
679637	0.512779	2.224857
680380	0.452680	2.225238
680520	0.386015	2.225301
680838	0.292643	2.225424
681724	0.292870	2.225684
681962	0.293386	2.225753
682399	0.297378	2.225881
683116	0.398507	2.226095
683607	1.155403	2.226290
683861	1.770289	2.226584
684766	0.414975	2.228186
685447	0.411372	2.228468
685574	0.408761	2.228521
686370	0.424142	2.228846
686662	0.478856	2.228970
686782	0.518545	2.229027
687119	0.663549	2.229202
687270	0.918616	2.229302
690810	0.308352	2.232554
691266	0.227930	2.232695
692282	0.562773	2.232926
692808	0.618875	2.233222
693269	1.226168	2.233508
693285	1.811455	2.233527
693767	0.441636	2.234401
693828	0.297402	2.234427
693977	0.290216	2.234472
694206	0.284989	2.234538
694538	0.284973	2.234633
694678	0.283559	2.234673
695030	0.281892	2.234773
695367	0.276927	2.234868
696533	0.301780	2.235190
696645	0.381521	2.235224
696703	0.528211	2.235246
696748	0.720607	2.235270
698312	1.047805	2.236397
699120	0.446703	2.237244
703442	0.822932	2.239174
704430	0.886243	2.239988
705598	0.813071	2.241023
705695	0.761474	2.241102
706047	0.757209	2.241370
706092	0.754347	2.241404
706589	0.756640	2.241779
707511	0.913926	2.242476
709202	0.896956	2.244022
712037	0.272855	2.246564
716739	0.271942	2.247847
717229	0.175791	2.247981
722118	0.175410	2.248840
722402	0.175241	2.248890
724612	0.175282	2.249277
727654	0.176341	2.249810
728938	0.178100	2.250037
730855	0.177653	2.250378
731442	0.483654	2.250483
731456	0.772659	2.250489
732017	1.404385	2.250923
732476	0.704102	2.251567
732812	0.697468	2.251804
733474	0.092806	2.252266
734122	0.061919	2.252326
737083	0.061889	2.252509
737535	0.061895	2.252537
740876	0.062657	2.252744
742858	0.063490	2.252868
743226	2.730524	2.252892
743436	0.075837	2.253465
744114	0.062244	2.253516
745322	0.062244	2.253592
745884	0.062379	2.253627
746282	0.062465	2.253651
746779	0.063139	2.253682
746846	0.063654	2.253687
747825	0.064796	2.253749
750937	0.130766	2.253951
758443	0.486317	2.254932
761354	0.656180	2.256348
761890	0.658822	2.256699
765920	0.125873	2.259355
767210	0.124876	2.259517
768240	0.125916	2.259646
770396	0.158375	2.259917
771047	0.558567	2.260020
771287	1.167082	2.260154
771862	0.387275	2.260825
773092	0.116624	2.261302
774499	0.087809	2.261466
774905	0.072366	2.261501
775501	0.061056	2.261544
776019	0.057377	2.261576
778384	0.057376	2.261712
778884	0.057396	2.261740
779237	0.057396	2.261761
780434	0.057396	2.261829
781473	0.057395	2.261889
783325	0.057435	2.261995
784404	0.057605	2.262057
784613	0.057770	2.262069
785431	0.061402	2.262117
786995	0.076261	2.262213
787847	0.143714	2.262278
794273	0.143690	2.263201
798269	0.143702	2.263775
800089	0.143811	2.264037
803578	0.147568	2.264539
805559	0.635354	2.264831
805639	0.925958	2.264882
808139	1.560976	2.267197
812713	2.532388	2.274337
813557	2.538523	2.276474
813788	2.356001	2.277060
814121	14.560621	2.277845
814149	14.807647	2.278253
814174	14.596050	2.278623
814401	14.596050	2.281936
814443	0.154880	2.282549
814619	0.153126	2.282576
814730	0.140952	2.282593
814990	0.140093	2.282630
816858	0.141382	2.282892
817415	0.144078	2.282970
818731	0.144802	2.283160
819811	0.182182	2.283316
820382	0.160565	2.283420
820843	0.160774	2.283494
821516	0.214879	2.283603
822680	0.269214	2.283853
824149	0.692822	2.284248
825906	1.971831	2.285466
830955	4.325539	2.295421
831094	5.521647	2.296023
832355	5.711532	2.302985
832484	6.004698	2.303722
836360	8.723546	2.326996
838216	8.748066	2.343187
839547	8.739929	2.354831
840240	8.578721	2.360888
841271	8.543513	2.369732
841321	7.946850	2.370160
841372	4.750719	2.370565
841931	4.746217	2.373221
842309	4.746217	2.375015
843971	4.763366	2.382903
844449	4.775470	2.385180
845262	4.785824	2.389062
845846	4.780933	2.391857
846744	4.939880	2.396150
847217	22.488032	2.398487
847251	36.499153	2.399251
847307	39.598029	2.401295
848179	39.588445	2.435825
848844	21.041345	2.462151
849178	1.813838	2.469179
849968	1.313701	2.470612
850787	1.304421	2.471688
850804	1.285002	2.471710
851075	1.052013	2.472058
851132	0.908919	2.472118
852430	0.936129	2.473298
852516	0.992698	2.473379
852562	1.072139	2.473424
852758	1.357816	2.473634
853573	1.525274	2.474741
853850	3.166379	2.475163
854131	5.716041	2.476053
854564	6.547013	2.478528
855087	6.430580	2.481952
855099	6.319210	2.482030
855264	4.314200	2.483072
855317	2.167158	2.483301
856592	1.985795	2.486064
856645	1.781127	2.486169
856696	1.592684	2.486260
858411	1.583760	2.488992
859200	1.592100	2.490241
860586	1.798465	2.492448
860940	2.397169	2.493084
862169	3.178031	2.496031
862221	3.505460	2.496196
862477	10.941074	2.497093
863352	11.258963	2.506667
863673	11.473807	2.510281
864165	11.493980	2.515926
865028	11.346116	2.525845
865657	10.978093	2.532982
866128	6.459105	2.538153
866138	1.930609	2.538217
867145	1.622524	2.540161
868287	3.073786	2.542014
870481	11.163453	2.548758
871038	11.622608	2.554976
871268	11.709129	2.557649
873475	0.030904	2.583491
873989	0.026822	2.583507
874003	0.024155	2.583508
874145	0.024058	2.583511
874645	0.024040	2.583523
874812	0.024001	2.583527
875216	0.023947	2.583537
875274	0.023961	2.583538
876032	0.525437	2.583556
876096	1.711169	2.583590
876569	0.013231	2.584399
876959	0.013133	2.584405
877012	0.013205	2.584405
877155	4.506837	2.584407
877262	0.011288	2.584889
877772	0.011272	2.584895
877799	0.011614	2.584895
877818	0.011798	2.584896
878006	0.011784	2.584898
878240	0.011765	2.584901
878411	0.894361	2.584903
878802	0.894362	2.585252
879074	0.010930	2.585496
879186	0.010930	2.585497
879853	0.010940	2.585504
880014	0.010806	2.585506
881639	0.010977	2.585523
882510	0.054882	2.585533
883067	0.901156	2.585564
883838	0.054385	2.586258
884688	1.127891	2.586305
884744	1.127824	2.586368
885055	0.060700	2.586718
885507	0.052250	2.586746
885713	0.051511	2.586757
885732	0.050905	2.586758
886468	0.052374	2.586795
887771	0.068848	2.586863
888039	0.087469	2.586882
888056	0.106110	2.586883
888133	0.124230	2.586891
888380	0.138878	2.586922
889066	0.141009	2.587017
889159	0.144646	2.587031
889905	0.280137	2.587138
890044	0.848016	2.587177
891312	0.268770	2.588253
892310	1.028973	2.588521
892467	0.254605	2.588682
892847	0.254346	2.588779
893205	0.254264	2.588870
893522	0.254241	2.588951
894242	0.253873	2.589134
894562	0.253984	2.589215
894891	0.264948	2.589299
894965	0.278771	2.589318
895116	0.321802	2.589360
895413	1.018749	2.589456
895512	0.923828	2.589557
895555	2.017073	2.589597
897563	1.839051	2.593647
898924	0.764647	2.596150
899459	0.844109	2.596559
900332	5.841182	2.597296
900523	6.189744	2.598411
900765	6.199901	2.599909
900789	6.216649	2.600058
901642	6.189770	2.605361
901686	6.168865	2.605633
901897	6.173523	2.606935
902266	6.178340	2.609213
902328	6.187966	2.609596
902965	6.332463	2.613538
904054	31.310499	2.620434
907521	31.310640	2.728987
907710	31.310640	2.734905
908828	31.310640	2.769910
909669	31.310640	2.796243
910635	31.310640	2.826489
915937	21.754926	2.992498
917121	8.166410	3.018256
917643	8.146010	3.022518
917957	8.189751	3.025076
918257	8.189751	3.027533
918393	8.516488	3.028647
919307	8.471735	3.036431
920151	4.960191	3.043581
920173	0.687822	3.043690
920497	0.650285	3.043913
920526	0.633539	3.043932
920879	0.634143	3.044156
923096	0.500033	3.045562
923230	0.409672	3.045629
923261	0.327580	3.045641
923767	0.322783	3.045807
924630	0.322235	3.046086
925250	0.324995	3.046285
