position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
702570	2.567052	2.635713
702921	2.587600	2.636614
704353	2.513792	2.640319
704452	2.426685	2.640568
704699	2.314954	2.641168
706759	5.275752	2.645936
706793	8.220407	2.646116
707880	12.790820	2.655051
709689	7.551355	2.678190
709972	0.911282	2.680327
713177	0.930072	2.683248
713430	0.955548	2.683483
713786	0.981898	2.683823
714462	1.064783	2.684487
714547	1.144016	2.684577
714571	1.125357	2.684605
714613	1.206292	2.684652
715175	1.273067	2.685330
716233	1.689047	2.686677
717428	1.714753	2.688695
717522	1.732678	2.688857
717569	1.743989	2.688938
717649	1.756949	2.689077
717818	1.885806	2.689374
717920	1.988991	2.689567
718703	2.026073	2.691124
719383	2.149071	2.692502
719740	2.171019	2.693269
719854	2.194404	2.693517
720604	2.223990	2.695162
720682	2.196378	2.695336
720916	2.196332	2.695850
721928	2.736966	2.698072
722980	2.754076	2.700952
723060	2.405110	2.701172
723155	2.175500	2.701401
723278	2.200753	2.701668
724578	2.300013	2.704529
725200	2.378821	2.705960
725460	2.378732	2.706578
726286	2.565002	2.708543
727331	2.564269	2.711224
728308	2.669499	2.713729
729990	0.945959	2.718219
730289	0.946150	2.718502
731211	0.946652	2.719374
731474	0.947122	2.719623
731744	0.947934	2.719879
731927	0.948219	2.720052
732764	0.948158	2.720846
733838	1.636719	2.721864
733963	2.888840	2.722069
733994	4.045868	2.722158
734646	1.095705	2.724796
735538	1.095738	2.725774
735858	1.095168	2.726124
736225	1.093062	2.726526
736393	1.090695	2.726710
737032	1.120286	2.727407
737052	1.151955	2.727429
737182	1.199055	2.727579
737859	1.199463	2.728391
739206	1.353994	2.730006
739308	9.597761	2.730145
739452	9.774205	2.731527
739518	9.781942	2.732172
740833	40.633615	2.745035
740919	48.167952	2.748529
741847	48.167952	2.793229
742252	48.167952	2.812737
742631	48.147794	2.830993
742716	43.657293	2.835086
742831	20.874113	2.840106
742931	3.377377	2.842194
743018	3.186972	2.842487
743220	3.075991	2.843131
743272	2.938366	2.843291
743770	2.872010	2.844754
743827	2.780728	2.844918
744032	2.458225	2.845488
744050	2.114590	2.845532
744308	2.056639	2.846078
744382	2.026358	2.846230
744415	1.991720	2.846297
744450	1.957219	2.846367
744847	1.909680	2.847144
745444	1.578126	2.848284
745547	1.372355	2.848446
745898	1.352927	2.848928
745963	1.321149	2.849016
746098	1.299712	2.849194
746885	1.303407	2.850217
746952	1.309332	2.850305
747835	1.315018	2.851461
747993	1.320649	2.851668
748610	1.359100	2.852483
748974	1.635086	2.852978
750204	1.660684	2.854989
750738	1.684040	2.855876
752132	1.969718	2.858224
752368	2.644310	2.858688
752633	5.614163	2.859389
752876	6.723525	2.860753
752963	7.380297	2.861338
753310	10.630993	2.863899
753363	13.308126	2.864463
753487	13.349077	2.866113
753516	13.381494	2.866500
753739	13.381494	2.869484
753917	13.379222	2.871866
754367	13.367860	2.877887
754381	13.341787	2.878074
754511	10.954975	2.879808
754685	10.949828	2.881714
755027	9.124828	2.885459
755171	7.719404	2.886773
755253	4.308037	2.887406
756074	1.239490	2.890943
756519	1.217189	2.891495
756531	1.211283	2.891509
756982	1.184018	2.892056
757498	1.180179	2.892667
758982	0.812831	2.894418
759315	0.679936	2.894689
760863	0.470975	2.895741
763195	0.383757	2.896839
763968	0.353622	2.897136
766594	0.354626	2.898065
767590	1.181968	2.898418
767720	2.631975	2.898572
771876	2.644634	2.909510
772614	9.812065	2.911462
773989	13.971982	2.924953
775376	13.982948	2.944333
775842	14.004168	2.950849
781645	11.529843	3.032115
781740	11.442928	3.033210
781848	4.565992	3.034446
782046	12.098262	3.035350
782070	64.685649	3.035640
782706	64.685649	3.076780
782798	64.685649	3.082732
783382	64.685649	3.120508
783864	16.387450	3.151686
784166	16.378536	3.156635
784346	5.653405	3.159584
784898	1.614586	3.162704
784958	0.562716	3.162801
785087	0.446054	3.162874
785108	0.355545	3.162883
785917	0.360877	3.163171
785999	0.369559	3.163200
787059	0.385661	3.163592
787341	0.433694	3.163701
788665	0.550698	3.164275
789129	0.490205	3.164531
789390	1.155701	3.164658
790035	1.171021	3.165404
790119	1.177980	3.165502
790296	1.164382	3.165711
790722	1.161025	3.166207
791208	1.155632	3.166771
791302	1.151883	3.166880
791745	1.002303	3.167390
791957	0.765061	3.167602
792783	0.752164	3.168234
794435	0.753945	3.169477
794506	0.754579	3.169531
795716	4.886298	3.170444
796822	4.968802	3.175848
798755	1.829300	3.185452
802123	1.682311	3.191614
803752	1.595978	3.194354
804261	1.577123	3.195166
806471	1.609820	3.198652
806878	1.631389	3.199307
807635	1.659334	3.200542
807864	1.705643	3.200922
808383	1.717001	3.201807
809589	2.117024	3.203878
809822	2.122946	3.204371
809837	2.258708	3.204403
809930	2.348747	3.204613
810707	2.338630	3.206438
811975	2.340560	3.209403
812009	2.341528	3.209483
813751	2.385365	3.213562
814151	2.383771	3.214516
814368	2.341563	3.215033
814381	2.339557	3.215064
814701	2.005426	3.215813
814922	1.521953	3.216256
818075	1.432576	3.221054
819030	1.446739	3.222423
819662	1.695117	3.223337
820203	1.805135	3.224254
820962	6.627258	3.225624
823504	10.726294	3.242471
824422	10.916531	3.252317
826513	6.176812	3.275144
826666	3.580496	3.276089
830152	3.391189	3.288570
830298	3.311045	3.289066
831093	3.357209	3.291698
831882	3.362540	3.294347
832763	5.333026	3.297309
833686	5.333026	3.302231
834107	5.333026	3.304477
834152	20.371276	3.304717
834251	20.373059	3.306733
834324	20.374804	3.308221
834480	20.391712	3.311399
836236	20.404346	3.347207
836346	8.452192	3.349451
836485	8.335196	3.350626
836526	6.874371	3.350968
836700	6.444592	3.352164
836811	2.861961	3.352879
837076	1.710060	3.353638
837800	1.407908	3.354876
837874	1.405642	3.354980
838001	1.405243	3.355159
838260	0.928569	3.355523
838290	0.928705	3.355550
839038	0.922464	3.356245
839070	0.915693	3.356275
839313	0.902277	3.356497
839515	0.891750	3.356679
839568	0.881683	3.356727
839588	0.776410	3.356744
840337	0.770776	3.357326
840405	0.770291	3.357378
840783	0.766684	3.357669
841096	0.758783	3.357909
842329	0.919444	3.358845
842938	5.741862	3.359405
843659	2.847309	3.363545
843733	0.649630	3.363756
843843	0.689700	3.363827
843889	0.721624	3.363859
843945	0.759401	3.363899
844007	0.804212	3.363946
844672	0.848403	3.364481
844692	0.902526	3.364498
844723	0.900894	3.364526
844801	0.989719	3.364596
846983	1.606939	3.366756
847183	1.636127	3.367077
847279	1.640067	3.367234
847355	1.631368	3.367359
847420	1.609385	3.367465
848617	4.638155	3.369391
848897	4.666944	3.370690
849169	4.667745	3.371959
849249	4.668999	3.372333
849253	4.668309	3.372352
849388	4.666196	3.372982
849435	4.664552	3.373201
849993	4.661644	3.375804
850420	4.397263	3.377794
850519	2.895669	3.378230
850583	0.850449	3.378415
851618	0.771379	3.379295
851769	0.699379	3.379412
851791	0.626273	3.379427
852847	0.625600	3.380089
853435	0.648995	3.380456
853502	0.675873	3.380500
854134	2.018127	3.380927
854251	6.495894	3.381163
854681	5.533676	3.383956
854754	2.885786	3.384360
854807	0.865736	3.384513
855339	0.864977	3.384974
856837	0.865901	3.386270
857132	0.865082	3.386525
857271	0.865013	3.386645
857377	0.863340	3.386737
858325	0.863146	3.387555
858841	0.863161	3.388001
859147	0.939915	3.388265
859467	1.266613	3.388566
859606	1.480132	3.388742
860802	1.541086	3.390512
861639	1.541068	3.391802
862823	1.563958	3.393626
863508	1.576973	3.394698
863706	1.588745	3.395010
864512	2.241011	3.396291
864640	3.222868	3.396577
864660	4.133995	3.396642
864997	4.340920	3.398035
865054	7.263693	3.398282
865107	7.278697	3.398667
865366	7.390984	3.400553
865537	7.386871	3.401816
866230	6.853611	3.406936
866350	4.494766	3.407758
866365	2.224349	3.407825
866742	1.993417	3.408664
866943	1.899424	3.409065
870556	1.470194	3.415927
871157	1.543118	3.416811
871236	1.560841	3.416933
871830	1.897460	3.417860
872123	1.977723	3.418416
872175	2.049924	3.418519
872466	2.049553	3.419115
872509	2.091546	3.419203
872602	2.102287	3.419398
872751	2.096835	3.419711
873277	2.053518	3.420814
873600	2.052738	3.421477
873749	1.637803	3.421783
875159	1.638991	3.424093
875368	1.625143	3.424435
875913	1.628208	3.425321
876243	1.641300	3.425858
876578	1.690011	3.426408
876702	1.724251	3.426617
877205	5.759284	3.427485
879853	10.938513	3.442735
880964	1.919543	3.454888
881703	1.917353	3.456307
882598	1.916469	3.458023
882803	1.921271	3.458416
882838	1.922630	3.458483
883000	1.929428	3.458794
