position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
245355	0.730905	1.333929
257557	0.702801	1.342847
262623	0.690869	1.346408
265516	0.677159	1.348407
270933	1.041427	1.352075
272312	22.064598	1.353511
276016	21.984891	1.435238
276933	21.982397	1.455398
277602	2.034313	1.470104
278133	1.263221	1.471185
278302	0.338235	1.471398
280946	0.341448	1.472292
281046	0.343653	1.472327
283336	0.341385	1.473114
284265	0.347817	1.473431
285277	0.532776	1.473783
285476	0.802120	1.473889
285676	0.963383	1.474049
285990	1.296600	1.474352
286539	1.319947	1.475064
286649	1.347105	1.475209
288148	1.310264	1.477228
288186	1.306492	1.477278
290460	1.348532	1.480249
291976	1.347698	1.482293
293138	1.041849	1.483859
294257	0.688672	1.485025
295283	0.254519	1.485732
397752	0.925140	1.511812
398048	1.750928	1.512086
398107	2.490096	1.512189
400959	4.042817	1.519291
401847	4.139384	1.522881
402843	4.009542	1.527004
404617	2.161582	1.534117
407465	0.305379	1.540273
410451	0.196768	1.541185
411369	0.193859	1.541365
414003	0.194394	1.541876
415667	0.212648	1.542199
420033	0.210543	1.543128
420165	0.201655	1.543156
420467	0.196713	1.543216
421316	0.194312	1.543383
421437	0.192393	1.543407
421755	0.191153	1.543468
422896	0.190984	1.543686
423051	0.190859	1.543716
423895	0.190649	1.543877
424880	0.190777	1.544065
425099	0.190612	1.544106
426116	0.190957	1.544300
426751	0.190957	1.544422
428071	0.192448	1.544674
428247	0.249626	1.544708
428594	0.302337	1.544794
430245	0.503502	1.545293
431590	0.793462	1.545971
432471	0.366021	1.546670
433001	0.295119	1.546864
434249	0.287049	1.547232
434610	0.285678	1.547335
435896	0.285323	1.547703
436221	0.287313	1.547796
436308	0.289527	1.547821
436848	0.288171	1.547977
436900	0.287424	1.547992
439124	0.132540	1.548631
440487	0.109725	1.548812
440497	0.109678	1.548813
441275	0.093017	1.548898
446011	0.097083	1.549339
446162	0.102071	1.549353
448042	2.891836	1.549545
452690	2.843595	1.562987
452898	2.748943	1.563578
454985	2.749480	1.569315
455814	2.683298	1.571594
462323	1.436024	1.589060
463843	1.422445	1.591243
464259	1.371447	1.591834
464832	0.915517	1.592620
465333	0.506841	1.593079
465775	0.585521	1.593303
466471	0.191827	1.593711
467957	0.145696	1.593996
468192	0.108892	1.594030
470314	0.104421	1.594261
470333	0.100435	1.594263
471903	0.099381	1.594421
475922	0.099652	1.594820
476351	0.099864	1.594863
477471	0.099979	1.594975
486821	0.099967	1.595909
487437	0.099936	1.595971
488260	0.099925	1.596053
488606	0.099926	1.596088
488725	0.100056	1.596100
489043	0.100061	1.596131
489431	0.100088	1.596170
490016	0.100426	1.596229
490308	0.100125	1.596258
490977	0.100090	1.596325
491251	0.100094	1.596353
491724	0.099990	1.596400
499743	0.099934	1.597202
503185	0.108128	1.597546
503759	0.313482	1.597608
504218	0.768639	1.597752
504459	1.139657	1.597937
504978	1.378172	1.598528
505162	1.800311	1.598782
505227	2.149087	1.598899
505250	2.390398	1.598948
505771	1.022079	1.600194
505870	0.629192	1.600295
506808	0.246374	1.600885
507038	0.121115	1.600942
509519	0.121916	1.601242
509833	0.121906	1.601281
510707	0.137640	1.601387
511156	0.127686	1.601449
511190	0.125260	1.601453
514680	0.125219	1.601890
517311	0.125219	1.602220
517419	3.087550	1.602233
517521	0.159657	1.602548
517907	0.123776	1.602610
518070	0.123771	1.602630
518120	0.108449	1.602636
519325	0.095000	1.602767
520314	0.087794	1.602861
524297	0.087811	1.603211
524326	0.087754	1.603213
524391	0.087840	1.603219
527671	0.089534	1.603507
528868	0.091800	1.603614
529136	0.092974	1.603639
529595	0.094928	1.603682
529836	0.098711	1.603704
529872	0.098711	1.603708
530339	0.103959	1.603754
531558	0.106762	1.603881
531729	0.107777	1.603899
533508	0.125943	1.604091
533588	0.125943	1.604101
534050	0.120858	1.604159
534525	0.074976	1.604216
535441	0.058956	1.604285
535527	0.040487	1.604290
536198	0.035471	1.604317
536414	0.032291	1.604325
537037	0.031768	1.604345
548503	0.031768	1.604709
554080	0.033002	1.604887
554513	0.034119	1.604901
556772	0.034119	1.604978
556884	0.034440	1.604982
558051	0.034443	1.605022
559539	0.034670	1.605073
559888	0.038183	1.605085
560423	0.095307	1.605106
560604	0.232164	1.605123
560851	0.349514	1.605180
562138	0.347547	1.605630
562244	0.288611	1.605667
562433	0.235916	1.605722
562478	0.240725	1.605732
562495	0.240411	1.605736
562507	0.191454	1.605739
563338	0.191126	1.605898
563767	0.190640	1.605980
567955	0.163805	1.606779
568153	0.096118	1.606811
568570	0.054546	1.606851
569616	0.050790	1.606908
570388	0.049930	1.606947
571631	0.068375	1.607009
571840	0.098548	1.607024
571927	0.097715	1.607032
573714	0.109120	1.607207
573970	0.114035	1.607235
574045	0.118140	1.607243
574982	0.118140	1.607354
575504	0.162310	1.607416
576517	0.182569	1.607580
576740	0.187962	1.607621
577159	0.153340	1.607700
577161	0.127671	1.607700
577795	0.116160	1.607781
577890	0.107585	1.607792
577963	0.096536	1.607800
578180	0.090554	1.607821
578510	0.085418	1.607851
578587	0.080443	1.607857
578681	0.073489	1.607865
579293	0.067677	1.607910
579370	0.067677	1.607915
579632	0.062051	1.607933
579729	0.052998	1.607939
579776	0.047404	1.607941
580479	0.044152	1.607975
584273	0.044147	1.608142
584338	0.042991	1.608145
584999	0.042048	1.608173
585170	0.042064	1.608181
585475	0.041266	1.608193
588329	0.041312	1.608311
591078	0.042993	1.608425
593010	0.043863	1.608508
593600	0.059429	1.608534
593819	0.079524	1.608547
596972	0.174493	1.608797
597310	0.256367	1.608856
598240	0.301692	1.609095
598311	0.356075	1.609116
599811	0.582921	1.609650
599924	0.787508	1.609716
600257	0.817996	1.609978
600502	0.317357	1.610179
600735	0.167341	1.610253
601018	0.122694	1.610300
602261	0.070860	1.610453
602469	0.042145	1.610467
607286	0.042158	1.610670
608209	0.042044	1.610709
608381	0.041914	1.610717
609275	0.041886	1.610754
612608	0.090916	1.610894
613501	0.132278	1.610975
614494	0.221129	1.611106
614799	0.276299	1.611174
615356	0.304110	1.611327
616261	0.543530	1.611603
617869	1.147009	1.612477
618039	1.143012	1.612672
618100	1.346331	1.612741
618958	1.346150	1.613897
618965	1.291791	1.613906
619162	0.703728	1.614160
619842	0.314474	1.614639
620411	0.289362	1.614818
622497	0.289235	1.615422
624676	0.289343	1.616052
624865	0.289325	1.616106
626362	0.289624	1.616540
629675	0.932581	1.617499
629896	1.324475	1.617705
630363	1.693263	1.618324
632425	4.747615	1.621815
632905	4.751178	1.624094
633188	4.740231	1.625439
636822	2.900501	1.642665
636947	0.954050	1.643027
639327	1.230203	1.645298
639604	1.093759	1.645639
639843	0.658108	1.645900
642928	0.662233	1.647930
643426	0.680363	1.648260
644117	0.679853	1.648730
644841	0.651625	1.649222
644986	0.534410	1.649317
648186	0.432557	1.651027
648498	0.366011	1.651162
649067	0.365762	1.651370
649232	0.355579	1.651431
649547	0.350055	1.651543
649935	0.345757	1.651678
653818	0.358800	1.653021
653987	0.374570	1.653082
655920	0.365230	1.653806
657730	0.311054	1.654467
657815	0.255332	1.654493
661451	0.242771	1.655422
661978	0.234209	1.655550
662373	0.228461	1.655642
664166	0.227197	1.656052
667377	0.222204	1.656781
672284	0.228359	1.657872
673895	0.213806	1.658239
674393	0.199132	1.658346
677226	0.179522	1.658910
677459	0.160801	1.658952
680540	0.151088	1.659447
684261	0.148798	1.660010
684729	0.147297	1.660079
685752	0.146866	1.660230
687843	0.146828	1.660537
688134	0.146873	1.660580
688229	0.146668	1.660594
692520	0.167884	1.661223
693354	0.330855	1.661363
693416	0.529602	1.661384
696016	0.680975	1.662761
698176	1.193533	1.664231
698664	38.191949	1.664814
700020	38.192627	1.716602
701122	6.077379	1.758690
706009	5.900270	1.788391
706862	5.101179	1.793423
710947	4.922161	1.814262
712026	4.614866	1.819573
712533	4.172931	1.821913
715782	1.429315	1.835470
719452	1.341839	1.840716
721014	0.922670	1.842812
727132	0.927127	1.848457
728030	0.928856	1.849289
729086	0.930298	1.850270
730191	0.931875	1.851298
732158	0.930937	1.853131
732283	0.931336	1.853248
733738	1.298704	1.854603
733773	1.692275	1.854648
733887	2.004628	1.854841
734347	2.452477	1.855763
734599	2.716754	1.856381
735159	2.415035	1.857903
735301	2.282373	1.858246
735362	2.224529	1.858385
735768	2.940184	1.859288
736050	22.046555	1.860117
736927	24.336692	1.879452
738853	9.098133	1.926324
743406	9.082408	1.967748
744229	8.986984	1.975223
745387	8.977685	1.985630
745738	6.463444	1.988781
745774	1.967039	1.989014
746832	1.755164	1.991095
746881	1.553516	1.991181
749702	1.557792	1.995563
749815	1.563319	1.995739
750055	1.573449	1.996115
752003	1.613167	1.999180
754600	1.731712	2.003369
755120	1.716672	2.004270
755326	1.767624	2.004623
756111	1.755758	2.006011
756352	0.913558	2.006434
764072	0.938550	2.013487
768235	0.773191	2.017394
768422	0.773076	2.017538
769467	1.608695	2.018346
772643	1.610216	2.023455
775051	2.559001	2.027333
775334	5.255869	2.028057
777500	6.226226	2.039441
778250	6.349162	2.044111
779725	9.025811	2.053476
781040	9.124333	2.065345
781043	11.350524	2.065372
781046	13.580402	2.065406
781238	13.618425	2.068014
781340	13.647073	2.069403
781407	15.930202	2.070317
781533	16.044873	2.072324
781948	16.044873	2.078983
782416	15.225332	2.086492
782670	13.868235	2.090359
782899	12.564213	2.093535
782952	12.442709	2.094201
782998	12.050630	2.094773
783049	9.791198	2.095388
783118	7.123640	2.096063
783580	6.961948	2.099355
784417	6.956116	2.105182
784636	6.951443	2.106705
784963	6.903413	2.108978
786354	1.734228	2.118581
786828	1.732831	2.119403
786936	1.734244	2.119590
787784	1.783372	2.121061
788153	1.770435	2.121719
788396	1.760707	2.122149
788762	1.944136	2.122793
789237	1.917168	2.123717
789285	1.916564	2.123809
790531	1.931781	2.126197
790568	1.859307	2.126268
790745	1.579754	2.126598
790803	1.268293	2.126689
791338	0.963486	2.127368
793117	0.982845	2.129082
793147	0.982274	2.129111
793207	1.006248	2.129170
793371	1.005535	2.129335
794005	1.005518	2.129973
794833	1.005585	2.130805
795211	1.005673	2.131185
795835	1.037013	2.131813
796091	1.037421	2.132078
796372	1.037654	2.132370
796505	1.037737	2.132508
798067	1.041485	2.134129
798765	3.343338	2.134856
799787	3.550810	2.138273
799797	3.550474	2.138308
799847	3.550905	2.138486
799933	3.905808	2.138791
800050	3.905561	2.139248
800443	3.432578	2.140783
800568	2.794827	2.141212
800593	2.126536	2.141282
801501	2.147171	2.143213
804010	1.811921	2.148600
804058	1.459429	2.148687
804752	1.458944	2.149700
807183	1.456400	2.153247
809643	1.448973	2.156829
811874	1.470847	2.160062
812404	1.578506	2.160842
812491	1.743014	2.160979
812693	2.064730	2.161331
812750	2.295283	2.161449
813132	2.348149	2.162325
813324	2.429972	2.162776
813799	2.429679	2.163931
813875	2.591928	2.164115
813994	2.591005	2.164424
814320	2.590981	2.165268
814418	2.589843	2.165522
814529	2.585308	2.165810
815170	2.584099	2.167467
815623	2.833012	2.168637
815668	2.832459	2.168765
815801	3.307330	2.169142
816250	4.791956	2.170627
817095	18.224850	2.174676
817116	30.277297	2.175059
818521	30.277297	2.217598
819684	30.277297	2.252811
820324	30.277297	2.272188
820325	30.277297	2.272218
820392	30.271534	2.274247
821261	30.271534	2.300553
822732	29.923604	2.345082
823823	16.558544	2.377729
826607	16.650011	2.423828
826963	16.772052	2.429755
827031	16.834880	2.430896
828023	14.723079	2.447596
828226	12.488816	2.450585
831109	6.942145	2.486590
831667	6.504823	2.490464
832367	6.477018	2.495017
833158	6.012102	2.500141
833184	3.128284	2.500297
833737	1.739132	2.502027
833790	1.244097	2.502119
833922	1.207809	2.502283
833987	1.171634	2.502362
835502	1.174139	2.504137
836018	1.302553	2.504743
836233	2.358553	2.505023
836255	3.512697	2.505075
836265	4.681336	2.505110
836517	5.702264	2.506289
836541	5.717274	2.506426
836597	5.925618	2.506746
836620	6.239546	2.506883
836631	6.595912	2.506951
836675	7.780168	2.507242
836716	10.114118	2.507561
837260	10.143084	2.513063
837755	10.128494	2.518083
837797	9.673024	2.518509
838175	8.463913	2.522165
839381	7.918773	2.532373
839457	7.677616	2.532975
839578	7.626320	2.533904
839964	7.734777	2.536847
840729	7.976466	2.542764
840805	9.031304	2.543371
840897	10.476675	2.544201
840992	10.907435	2.545197
840994	12.527615	2.545219
842451	12.605698	2.563471
846481	12.595068	2.614272
847048	11.583681	2.621414
847514	4.028124	2.626812
847724	1.476042	2.627658
848176	1.337754	2.628325
848269	1.190506	2.628449
850055	1.183844	2.630575
850226	1.180253	2.630778
850542	1.178749	2.631151
851874	1.178634	2.632721
853632	1.239620	2.634793
857257	22.502680	2.639287
861226	22.616210	2.728600
861533	22.616361	2.735543
862249	22.616361	2.751736
862260	22.614432	2.751985
862625	8.818123	2.760239
863462	8.817462	2.767620
863551	8.816795	2.768405
863586	8.816410	2.768713
865499	8.869083	2.785579
865542	8.868436	2.785961
867464	9.185208	2.803006
868491	9.184381	2.812439
870219	9.190482	2.828309
872779	9.195163	2.851837
873086	9.197047	2.854660
874108	9.186673	2.864059
874596	8.837536	2.868543
877926	1.568085	2.897972
879151	1.421796	2.899892
880653	1.421771	2.902028
881191	1.383116	2.902793
881476	1.337172	2.903187
884610	1.324866	2.907378
896190	1.357242	2.922720
896302	1.384197	2.922872
901830	2.264075	2.930524
902322	2.269872	2.931637
904983	2.756129	2.937678
907907	3.356486	2.945737
908502	3.475400	2.947734
908795	3.588205	2.948752
909451	3.500904	2.951106
909653	2.958833	2.951813
911294	5.260325	2.956668
913580	10.716557	2.968694
915368	10.731097	2.987855
917146	10.728751	3.006935
923269	9.850587	3.072627
923916	7.856123	3.079000
925764	2.711020	3.093518
927664	2.619663	3.098669
928717	3.114464	3.101428
929176	4.224906	3.102857
929211	5.340576	3.103005
929624	5.843279	3.105211
929741	9.299131	3.105894
930164	9.354672	3.109828
930519	9.357551	3.113149
930533	9.360920	3.113280
930876	13.049642	3.116491
930951	15.037434	3.117469
931002	17.556343	3.118236
931216	17.612630	3.121993
931937	17.612630	3.134692
931993	17.614276	3.135678
932023	17.616496	3.136207
936300	10.049940	3.211552
936851	10.032828	3.217090
940705	10.032828	3.255757
941070	10.818205	3.259419
941439	11.556567	3.263410
941646	11.556567	3.265803
942192	10.796532	3.272113
942233	9.332339	3.272555
943079	9.269849	3.280450
943375	6.067829	3.283194
944546	1.129536	3.290300
945060	1.121595	3.290880
945564	1.128392	3.291446
947233	1.133741	3.293329
948149	1.151925	3.294367
948290	1.178675	3.294530
948571	2.827490	3.294861
948812	1.133062	3.295542
949897	0.908252	3.296772
950191	0.827263	3.297039
950397	0.798130	3.297209
950479	0.780546	3.297275
950567	0.772429	3.297343
950675	0.766823	3.297427
950704	0.766017	3.297449
950778	0.765288	3.297506
950807	0.768783	3.297528
950958	0.796715	3.297644
951420	1.328395	3.298012
951489	1.983243	3.298104
951707	2.571441	3.298536
952343	7.449494	3.300171
952365	11.317424	3.300335
953456	12.240828	3.312683
953660	12.221902	3.315180
953737	12.779251	3.316121
954003	7.940267	3.319520
959515	2.905916	3.363287
960221	0.473836	3.365338
961900	0.388832	3.366134
963702	0.388009	3.366835
965314	0.378999	3.367460
970413	0.654812	3.369393
971097	0.665010	3.369841
975439	14.092519	3.372728
978653	2.256591	3.418021
981213	2.374014	3.423798
981239	2.485397	3.423860
981612	2.420110	3.424787
984317	2.417963	3.431333
986742	4.178932	3.437197
987151	6.336609	3.438906
987221	8.868509	3.439350
987240	9.325915	3.439518
990890	8.159175	3.473558
990964	7.175433	3.474162
991065	2.514066	3.474886
993600	0.671285	3.481260
994735	0.628632	3.482021
994812	0.587752	3.482070
995866	0.588239	3.482689
997035	0.601322	3.483377
997260	0.673265	3.483512
997552	1.112106	3.483709
997593	1.715306	3.483754
998769	2.290780	3.485772
998870	2.302377	3.486003
999278	1.526910	3.486942
999627	0.762855	3.487475
1001020	0.703305	3.488538
1001710	0.701952	3.489023
1002010	0.699787	3.489234
1002846	0.712524	3.489819
1003408	0.911201	3.490219
1003427	1.164154	3.490237
1003580	5.726561	3.490415
1003611	9.027520	3.490592
1003711	9.827571	3.491495
1004108	10.627016	3.495397
1004952	10.012583	3.504366
1006446	6.009729	3.519325
1006690	4.825453	3.520791
1006728	3.686803	3.520974
1007158	3.707846	3.522560
1007299	3.128139	3.523082
1007540	3.080479	3.523836
1008154	3.177873	3.525728
1009156	3.201869	3.528912
1009371	3.201923	3.529600
1010478	3.212536	3.533145
1013904	3.215993	3.544151
1016248	3.216419	3.551689
1018492	3.218052	3.558907
1019684	3.221929	3.562743
1019895	3.218953	3.563423
1020183	3.218912	3.564350
1022796	3.328107	3.572761
1024394	3.294545	3.578079
1024552	3.286836	3.578600
1024612	3.286748	3.578797
1026163	3.267165	3.583895
1026518	3.264261	3.585054
1027098	1.859654	3.586948
1027832	0.599969	3.588313
1033639	0.604990	3.591797
1037132	0.761220	3.593910
1037159	0.923069	3.593930
1038188	0.864401	3.594880
1039218	0.895879	3.595771
1042959	2.290892	3.599122
1047313	2.337139	3.609097
1048809	2.338147	3.612593
1049224	2.338666	3.613563
1054071	2.347449	3.624899
1058246	3.798575	3.634699
1058843	5.032628	3.636967
1058861	5.804659	3.637058
1060030	10.541255	3.643843
1061263	10.541255	3.656841
1062377	10.583036	3.668584
1064514	10.583343	3.691200
1065613	10.583617	3.702831
1068393	5.722357	3.732253
1071624	5.721685	3.750742
1071914	5.721127	3.752402
1072697	5.717161	3.756881
1073303	5.717721	3.760346
1073363	5.716920	3.760689
1073438	5.717960	3.761118
1075407	5.716845	3.772376
1078271	5.839546	3.788749
1080200	8.971505	3.800014
1084331	8.786477	3.837075
1084524	7.244978	3.838771
1084707	4.285117	3.840097
1084729	2.008333	3.840191
1084965	1.198951	3.840665
1085416	1.199123	3.841206
1085422	1.151800	3.841213
1086308	1.030786	3.842233
1086482	0.940291	3.842413
1087809	0.954969	3.843660
1088319	1.006989	3.844147
1090273	2.123096	3.846115
1090805	2.585446	3.847245
1091175	3.080932	3.848201
1091875	3.106989	3.850358
1092419	3.122079	3.852048
1093292	3.150549	3.854774
1094119	3.356488	3.857379
1094361	3.700996	3.858191
1095140	4.166013	3.861075
1096795	8.015418	3.867969
1096855	9.540929	3.868450
1096930	9.692992	3.869166
1097384	9.689947	3.873566
1098612	9.636690	3.885466
1098691	5.542532	3.886227
1098724	2.997442	3.886410
1100469	1.375459	3.891640
1100999	1.373796	3.892369
1101582	0.932117	3.893170
1102597	0.932131	3.894116
1103606	0.928146	3.895057
1104022	0.846668	3.895443
1104209	0.775344	3.895601
1104720	0.730158	3.895998
1105754	0.721290	3.896753
1109605	0.720584	3.899530
1113027	0.720672	3.901996
1113186	0.720521	3.902111
1114910	0.720260	3.903353
1115073	0.719849	3.903470
1116601	0.717248	3.904570
1116991	0.711942	3.904850
1118127	0.712070	3.905659
1118931	0.711246	3.906231
1119826	0.796599	3.906868
1119873	0.942113	3.906905
1120390	2.375065	3.907392
1120540	3.506221	3.907749
1120797	4.399609	3.908650
1121590	5.432460	3.912138
1121687	6.449699	3.912665
1123682	6.450778	3.925533
1153858	6.450778	4.120191
1154054	6.449751	4.121456
1154156	6.365425	4.122114
1154536	5.645279	4.124532
1155788	5.277304	4.131600
1156296	4.691242	4.134281
1157728	4.687096	4.140999
1158296	4.659476	4.143661
1159586	4.581407	4.149672
1162103	6.410698	4.161203
1162198	7.052496	4.161812
1162598	8.335606	4.164633
1162674	9.343403	4.165267
1162905	9.594635	4.167425
1163792	9.844931	4.175936
1163973	10.057973	4.177718
1164297	10.203910	4.180976
1168676	10.208029	4.225659
1177002	10.213767	4.310651
1182166	0.673261	4.363395
1183354	0.657093	4.364195
1183464	0.653221	4.364267
1184570	0.648916	4.364990
1189270	1.018522	4.368040
1189327	1.358338	4.368098
1194998	1.014859	4.375801
1195041	0.659721	4.375845
1196088	0.691400	4.376535
1197041	1.681701	4.377194
1197557	1.723735	4.378062
1198424	1.824470	4.379556
1198499	1.894698	4.379693
1200452	2.045471	4.383394
1200693	2.061634	4.383887
1203291	2.111627	4.389243
1203617	2.617922	4.389931
1203681	3.383702	4.390099
1204124	3.467606	4.391598
1204191	3.511584	4.391830
1204291	3.518908	4.392181
1204412	3.525235	4.392607
1204864	3.525348	4.394200
1205920	3.564209	4.397923
1206042	3.560023	4.398358
1206055	3.524909	4.398404
1207467	3.468620	4.403381
1207714	3.443589	4.404238
1207719	3.454400	4.404255
1209162	6.260339	4.409240
1209868	9.215996	4.413660
1209947	9.227465	4.414388
1209989	9.241073	4.414775
1210305	10.818329	4.417696
1210501	7.171163	4.419816
1215922	1.283664	4.458691
1217599	1.283289	4.460844
1218613	1.244520	4.462145
1219048	1.123418	4.462686
1220321	0.976923	4.464116
1220372	0.812405	4.464166
1223857	0.707163	4.466997
1224736	0.708218	4.467619
1225797	0.711796	4.468370
1228936	0.716306	4.470605
1228950	0.720449	4.470615
1229222	0.729593	4.470811
1230340	0.732507	4.471626
1231068	0.930539	4.472160
1231354	0.930625	4.472426
1231766	0.733777	4.472809
1232743	3.112733	4.473526
1233067	2.110767	4.474535
1233098	1.220075	4.474600
1233239	0.719929	4.474772
1233466	0.720763	4.474936
1233556	0.722897	4.475000
1233615	0.726382	4.475043
1233635	0.729286	4.475058
1233848	0.730516	4.475213
1234046	0.784373	4.475358
1234275	1.083529	4.475537
1235037	0.989694	4.476363
1235065	0.986484	4.476391
1235317	0.947987	4.476639
1235727	0.939109	4.477028
1236956	1.019521	4.478182
1238054	1.029901	4.479301
1238861	1.091103	4.480133
1239793	0.878592	4.481149
1239946	0.833234	4.481284
1240693	0.763388	4.481906
1240943	0.733299	4.482097
1241094	0.662522	4.482208
1241171	0.585653	4.482259
1241193	0.508619	4.482272
1241305	0.377565	4.482329
1241312	0.376557	4.482331
1242234	0.376512	4.482679
1243023	0.406726	4.482976
1243440	0.625880	4.483145
1243548	0.872057	4.483213
1243589	1.731769	4.483249
1243941	1.737822	4.483858
1243979	2.075993	4.483924
1244839	0.819050	4.485710
1244992	0.731839	4.485835
1248392	0.262297	4.488323
1248466	0.160703	4.488343
1249777	0.040902	4.488553
1254875	0.040902	4.488762
1255502	0.040902	4.488787
1264198	0.644216	4.489143
1265064	0.041038	4.489701
1265512	0.041094	4.489719
1267472	0.041132	4.489800
1267857	0.041173	4.489816
1268569	0.041159	4.489845
1268683	0.041462	4.489850
1270380	0.073474	4.489920
1270427	0.123455	4.489924
1270562	0.189479	4.489940
1271198	0.680605	4.490061
1272235	0.175072	4.490766
1272899	0.210628	4.490883
1273322	0.164356	4.490972
1274363	0.163022	4.491143
1274729	0.183138	4.491203
1274813	0.616319	4.491218
1275047	0.616532	4.491362
1275499	0.616532	4.491641
1275840	0.262463	4.491851
1276586	0.199711	4.492047
1277124	0.162914	4.492154
1278295	0.445660	4.492345
1278568	0.445660	4.492467
1278700	0.673626	4.492526
1279097	0.928632	4.492793
1279423	0.005021	4.493096
1280109	0.005021	4.493099
1280195	0.005017	4.493100
1280279	0.004974	4.493100
1280489	0.004971	4.493101
1281517	0.004966	4.493106
1281864	0.004966	4.493108
1282301	0.004966	4.493110
1282979	0.005004	4.493113
1283915	0.031070	4.493118
1283998	2.024864	4.493121
1284322	0.008357	4.493777
1288955	0.007818	4.493816
1289749	0.008339	4.493822
1294063	0.008350	4.493858
1294486	0.017514	4.493861
1294614	0.034865	4.493863
1294895	0.423686	4.493873
1296003	0.015785	4.494343
1297472	0.015758	4.494366
1297606	0.015748	4.494368
1297977	0.015759	4.494374
1299783	0.015759	4.494402
1299909	0.018892	4.494404
1300835	0.075889	4.494422
1300940	1.636191	4.494430
1301810	0.847730	4.495853
1302472	0.936118	4.496414
1308828	1.236438	4.502364
1309850	1.280830	4.503628
1310233	1.216173	4.504119
1315709	1.216759	4.510778
1317761	0.603122	4.513275
1320113	0.401151	4.514694
1320145	0.401161	4.514707
1325297	0.080555	4.516773
1327715	0.075679	4.516968
1331806	0.069113	4.517278
1332554	0.069134	4.517329
1336382	0.065340	4.517594
1336407	0.060976	4.517596
